Year,Quarter,GMR (Greater Metropolitan Region),Greater Sydney,Rings,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s","Median Sales Price
$'000s","Third Quartile Sales Price
'000s","Mean Sales Price
$'000s","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2018,Q2,Total,Total,Total,Gundagai,Non Strata,205,265,322,269,49,25.00%,8.61%,-16.95%,11.36%
2018,Q2,Total,Total,Total,Cowra,Total,185,236,300,252,69,-3.48%,10.28%,50.00%,23.21%
2018,Q2,Total,Total,Total,Cowra,Non Strata,189,241,300,253,68,-4.94%,12.38%,54.55%,21.43%
2018,Q2,Total,Total,Total,Cowra,Strata,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Cumberland,Total,570,671,854,725,590,-1.76%,-7.39%,5.73%,-21.12%
2018,Q2,Total,Total,Total,Cumberland,Non Strata,785,868,980,900,275,-1.36%,-4.88%,11.34%,-25.88%
2018,Q2,Total,Total,Total,Cumberland,Strata,501,580,630,573,315,-0.51%,3.57%,1.29%,-16.45%
2018,Q2,Total,Total,Total,Western Plains Regional,Total,281,358,450,368,218,2.29%,7.51%,0.93%,-4.39%
2018,Q2,Total,Total,Total,Western Plains Regional,Non Strata,285,360,450,371,210,2.86%,8.11%,0.00%,-2.78%
2018,Q2,Total,Total,Total,Western Plains Regional,Strata,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Dungog,Total,283,430,678,490,36,-4.44%,-18.10%,-5.26%,-5.26%
2018,Q2,Total,Total,Total,Dungog,Non Strata,283,430,678,490,36,-4.44%,-18.10%,-5.26%,-5.26%
2018,Q2,Total,Total,Total,Edward River,Total,150,192,237,209,39,-4.07%,-8.57%,-18.75%,56.00%
2018,Q2,Total,Total,Total,Edward River,Non Strata,150,191,234,206,34,-2.18%,-9.17%,-24.44%,36.00%
2018,Q2,Total,Total,Total,Edward River,Strata,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Eurobodalla,Total,378,474,577,494,260,3.67%,8.91%,-10.03%,-20.00%
2018,Q2,Total,Total,Total,Eurobodalla,Non Strata,410,510,606,528,214,3.24%,13.33%,-6.96%,-18.63%
2018,Q2,Total,Total,Total,Eurobodalla,Strata,268,338,394,340,46,-2.74%,0.45%,-22.03%,-25.81%
2018,Q2,Total,Total,Total,Fairfield,Total,580,740,850,717,369,-4.15%,-5.61%,14.95%,-11.30%
2018,Q2,Total,Total,Total,Fairfield,Non Strata,712,789,880,802,276,-1.37%,-6.07%,5.75%,-14.55%
2018,Q2,Total,Total,Total,Fairfield,Strata,400,438,520,466,93,-9.22%,-2.01%,55.00%,0.00%
2018,Q2,Total,Total,Total,Federation,Total,179,237,313,256,60,0.81%,-15.39%,-16.67%,22.45%
2018,Q2,Total,Total,Total,Federation,Non Strata,191,250,346,270,46,5.26%,-13.04%,-17.86%,2.22%
2018,Q2,Total,Total,Total,Federation,Strata,154,198,235,209,s,-14.13%,-8.78%,-12.50%,250.00%
2018,Q2,Total,Total,Total,Forbes,Total,210,250,351,271,32,-4.04%,-4.04%,-20.00%,18.52%
2018,Q2,Total,Total,Total,Forbes,Non Strata,210,250,351,271,32,-4.04%,-4.04%,-20.00%,18.52%
2018,Q2,Total,Total,Total,Georges River,Total,676,900,1223,1001,395,-3.02%,-13.46%,12.54%,-23.75%
2018,Q2,Total,Total,Total,Georges River,Non Strata,1080,1250,1480,1351,179,-10.71%,-11.35%,9.82%,-32.96%
2018,Q2,Total,Total,Total,Georges River,Strata,615,690,796,710,216,-1.43%,-4.50%,14.89%,-13.94%
2018,Q2,Total,Total,Total,Gilgandra,Total,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Gilgandra,Non Strata,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Glen Innes Severn,Total,137,170,253,200,35,-20.93%,-2.86%,-2.78%,-14.63%
2018,Q2,Total,Total,Total,Glen Innes Severn,Non Strata,137,170,253,200,35,-20.93%,-2.86%,-2.78%,-14.63%
2018,Q2,Total,Total,Total,Goulburn Mulwaree,Total,374,437,569,472,134,-3.11%,2.82%,-2.90%,-27.96%
2018,Q2,Total,Total,Total,Goulburn Mulwaree,Non Strata,385,445,575,482,128,-2.20%,3.49%,-3.76%,-23.81%
2018,Q2,Total,Total,Total,Goulburn Mulwaree,Strata,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Greater Hume Shire,Total,140,190,350,243,37,5.56%,-5.94%,-2.63%,-5.13%
2018,Q2,Total,Total,Total,Greater Hume Shire,Non Strata,140,190,350,243,37,5.56%,-11.01%,-2.63%,-2.63%
2018,Q2,Total,Total,Total,Griffith,Total,258,330,416,346,102,3.13%,4.93%,34.21%,8.51%
2018,Q2,Total,Total,Total,Griffith,Non Strata,259,330,418,347,100,3.13%,3.13%,40.85%,12.36%
2018,Q2,Total,Total,Total,Griffith,Strata,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Gunnedah,Total,275,314,386,324,38,-7.72%,-11.37%,-37.70%,-24.00%
2018,Q2,Total,Total,Total,Gunnedah,Non Strata,275,315,394,326,37,-10.00%,-10.38%,-36.21%,-19.57%
2018,Q2,Total,Total,Total,Gunnedah,Strata,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Gwydir,Total,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Gwydir,Non Strata,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Hawkesbury,Total,601,690,894,791,190,-4.17%,-12.10%,-7.32%,-25.20%
2018,Q2,Total,Total,Total,Hawkesbury,Non Strata,656,743,965,858,152,-6.01%,-10.00%,-11.63%,-31.22%
2018,Q2,Total,Total,Total,Hawkesbury,Strata,473,535,575,524,38,2.30%,18.51%,15.15%,15.15%
2018,Q2,Total,Total,Total,Hay,Total,62,121,206,141,s,-29.12%,-11.40%,-5.88%,0.00%
2018,Q2,Total,Total,Total,Hay,Non Strata,62,121,206,141,s,-29.12%,-11.40%,-5.88%,0.00%
2018,Q2,Total,Total,Total,Hilltops,Total,216,252,347,290,78,-4.91%,3.80%,27.87%,6.85%
2018,Q2,Total,Total,Total,Hilltops,Non Strata,219,253,349,293,76,-4.72%,4.00%,26.67%,4.11%
2018,Q2,Total,Total,Total,Hilltops,Strata,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Hornsby,Total,727,1087,1379,1111,406,-1.67%,-11.31%,1.00%,-29.64%
2018,Q2,Total,Total,Total,Hornsby,Non Strata,1138,1300,1535,1360,244,-3.77%,-13.33%,2.09%,-31.84%
2018,Q2,Total,Total,Total,Hornsby,Strata,645,698,843,736,162,0.94%,-2.45%,-0.61%,-26.03%
2018,Q2,Total,Total,Total,Hunters Hill,Total,1530,2050,3230,2467,45,-7.45%,-5.96%,12.50%,-15.09%
2018,Q2,Total,Total,Total,Hunters Hill,Non Strata,2135,2625,4244,3267,s,-17.97%,-2.78%,47.37%,3.70%
2018,Q2,Total,Total,Total,Hunters Hill,Strata,750,1000,1620,1151,s,-37.50%,-19.42%,-19.05%,-34.62%
2018,Q2,Total,Total,Total,Inner West,Total,770,1120,1460,1183,685,-7.44%,-10.04%,29.73%,-20.16%
2018,Q2,Total,Total,Total,Inner West,Non Strata,1266,1458,1800,1565,338,-6.57%,-11.67%,21.58%,-21.03%
2018,Q2,Total,Total,Total,Inner West,Strata,660,776,913,811,347,0.78%,-2.39%,38.80%,-19.30%
2018,Q2,Total,Total,Total,Inverell,Total,175,248,320,250,73,-13.16%,1.64%,23.73%,25.86%
2018,Q2,Total,Total,Total,Inverell,Non Strata,174,249,323,250,72,-12.72%,2.16%,22.03%,24.14%
2018,Q2,Total,Total,Total,Inverell,Strata,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Junee,Total,177,243,331,258,s,-16.92%,5.65%,27.78%,21.05%
2018,Q2,Total,Total,Total,Junee,Non Strata,177,243,331,258,s,-16.92%,5.65%,27.78%,21.05%
2018,Q2,Total,Total,Total,Kempsey,Total,262,330,464,371,142,-0.90%,-0.15%,5.97%,13.60%
2018,Q2,Total,Total,Total,Kempsey,Non Strata,260,346,469,369,126,2.67%,-1.14%,0.00%,17.76%
2018,Q2,Total,Total,Total,Kempsey,Strata,279,303,329,388,s,21.00%,15.79%,100.00%,-11.11%
2018,Q2,Total,Total,Total,Kiama,Total,750,920,1165,978,85,6.36%,16.16%,-5.56%,-25.44%
2018,Q2,Total,Total,Total,Kiama,Non Strata,804,975,1208,1052,70,2.63%,17.69%,-4.11%,-22.22%
2018,Q2,Total,Total,Total,Kiama,Strata,536,606,678,630,s,-2.26%,-0.66%,-11.76%,-37.50%
2018,Q2,Total,Total,Total,Ku-Ring-Gai,Total,1036,1653,2220,1770,374,-6.64%,-13.03%,-5.56%,-29.43%
2018,Q2,Total,Total,Total,Ku-Ring-Gai,Non Strata,1733,2010,2600,2289,214,-4.29%,-16.25%,-17.37%,-36.50%
2018,Q2,Total,Total,Total,Ku-Ring-Gai,Strata,799,970,1208,1075,160,-1.02%,-3.19%,16.79%,-17.10%
2018,Q2,Total,Total,Total,Kyogle,Total,265,335,451,342,36,11.85%,12.61%,0.00%,-5.26%
2018,Q2,Total,Total,Total,Kyogle,Non Strata,265,335,451,342,36,11.67%,12.61%,2.86%,-5.26%
2018,Q2,Total,Total,Total,Lachlan,Total,115,150,235,174,s,17.65%,15.38%,-22.73%,-19.05%
2018,Q2,Total,Total,Total,Lachlan,Non Strata,115,150,235,174,s,17.65%,15.38%,-22.73%,-19.05%
2018,Q2,Total,Total,Total,Lake Macquarie,Total,470,570,685,598,829,1.79%,3.73%,-3.27%,-7.89%
2018,Q2,Total,Total,Total,Lake Macquarie,Non Strata,495,590,710,619,719,1.72%,5.36%,-2.04%,-8.52%
2018,Q2,Total,Total,Total,Lake Macquarie,Strata,390,443,525,461,110,-0.56%,-2.75%,-10.57%,-3.51%
2018,Q2,Total,Total,Total,Lane Cove,Total,771,935,1814,1430,146,-27.56%,-18.67%,-16.57%,-22.75%
2018,Q2,Total,Total,Total,Lane Cove,Non Strata,1950,2500,3150,2677,45,-15.68%,-7.41%,-42.31%,-44.44%
2018,Q2,Total,Total,Total,Lane Cove,Strata,710,810,940,875,101,-1.22%,-1.64%,4.12%,-6.48%
2018,Q2,Total,Total,Total,Leeton,Total,167,201,334,248,52,-4.29%,-21.64%,-3.70%,36.84%
2018,Q2,Total,Total,Total,Leeton,Non Strata,169,205,346,253,49,-10.87%,-20.08%,4.26%,36.11%
2018,Q2,Total,Total,Total,Leeton,Strata,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Lismore,Total,320,394,468,412,202,-1.38%,0.64%,0.00%,13.48%
2018,Q2,Total,Total,Total,Lismore,Non Strata,340,415,485,429,179,-3.04%,4.93%,1.70%,10.49%
2018,Q2,Total,Total,Total,Lismore,Strata,242,278,313,279,s,-4.14%,-13.53%,-11.54%,43.75%
2018,Q2,Total,Total,Total,Lithgow,Total,299,355,423,370,91,5.19%,10.94%,-1.09%,2.25%
2018,Q2,Total,Total,Total,Lithgow,Non Strata,300,358,424,371,90,6.72%,11.72%,-1.10%,3.45%
2018,Q2,Total,Total,Total,Lithgow,Strata,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Liverpool,Total,600,720,850,728,482,-0.69%,-4.13%,-2.03%,-25.62%
2018,Q2,Total,Total,Total,Liverpool,Non Strata,700,788,890,814,348,-1.56%,-4.60%,2.35%,-25.96%
2018,Q2,Total,Total,Total,Liverpool,Strata,412,520,570,505,134,2.36%,-1.42%,-11.84%,-24.72%
2018,Q2,Total,Total,Total,Liverpool Plains,Total,129,182,263,205,34,-16.32%,-0.82%,13.33%,88.89%
2018,Q2,Total,Total,Total,Liverpool Plains,Non Strata,129,182,263,205,34,-16.32%,-0.82%,13.33%,88.89%
2018,Q2,Total,Total,Total,Lockhart,Total,95,210,254,178,s,-18.60%,-34.17%,22.22%,22.22%
2018,Q2,Total,Total,Total,Lockhart,Non Strata,95,210,254,178,s,-18.60%,-34.17%,22.22%,22.22%
2018,Q2,Total,Total,Total,Maitland,Total,400,465,555,483,393,3.33%,6.90%,5.36%,-11.09%
2018,Q2,Total,Total,Total,Maitland,Non Strata,420,470,560,495,366,2.06%,4.44%,7.02%,-5.91%
2018,Q2,Total,Total,Total,Maitland,Strata,302,330,358,326,s,-5.71%,-4.35%,-12.90%,-49.06%
2018,Q2,Total,Total,Total,Mid-Coast,Total,335,440,570,458,562,4.76%,6.02%,0.54%,-12.32%
2018,Q2,Total,Total,Total,Mid-Coast,Non Strata,355,454,590,472,450,-1.20%,5.47%,3.45%,-12.79%
2018,Q2,Total,Total,Total,Mid-Coast,Strata,284,368,492,400,112,5.91%,15.04%,-9.68%,-10.40%
2018,Q2,Total,Total,Total,Mid-Western Regional,Total,293,380,450,378,133,0.40%,10.14%,14.66%,-2.92%
2018,Q2,Total,Total,Total,Mid-Western Regional,Non Strata,298,385,453,380,131,1.58%,10.00%,13.91%,-0.76%
2018,Q2,Total,Total,Total,Mid-Western Regional,Strata,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Moree Plains,Total,119,175,253,195,36,-24.13%,34.23%,-2.70%,-20.00%
2018,Q2,Total,Total,Total,Moree Plains,Non Strata,119,175,253,195,36,-28.78%,34.23%,0.00%,-20.00%
2018,Q2,Total,Total,Total,Mosman,Total,940,1643,2985,2299,108,-5.87%,-24.57%,-8.47%,-32.50%
2018,Q2,Total,Total,Total,Mosman,Non Strata,2550,3500,5000,4098,37,-2.64%,-5.85%,-17.78%,-42.19%
2018,Q2,Total,Total,Total,Mosman,Strata,840,1035,1610,1361,71,1.47%,-16.19%,-2.74%,-26.04%
2018,Q2,Total,Total,Total,Murray River,Total,190,290,390,297,53,-12.78%,-5.54%,-1.85%,15.22%
2018,Q2,Total,Total,Total,Murray River,Non Strata,189,320,420,313,42,-7.25%,0.79%,-16.00%,0.00%
2018,Q2,Total,Total,Total,Murray River,Strata,190,232,258,233,s,-16.40%,16.00%,175.00%,175.00%
2018,Q2,Total,Total,Total,Murrumbidgee,Total,117,150,182,198,s,-6.25%,20.00%,0.00%,57.14%
2018,Q2,Total,Total,Total,Murrumbidgee,Non Strata,117,150,182,198,s,-6.25%,20.00%,0.00%,57.14%
2018,Q2,Total,Total,Total,Muswellbrook,Total,223,280,335,294,86,-12.50%,-6.20%,50.88%,43.33%
2018,Q2,Total,Total,Total,Muswellbrook,Non Strata,225,290,345,300,77,-9.37%,-7.20%,35.09%,37.50%
2018,Q2,Total,Total,Total,Muswellbrook,Strata,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Nambucca,Total,311,390,490,406,79,-2.50%,12.07%,0.00%,-3.66%
2018,Q2,Total,Total,Total,Nambucca,Non Strata,330,407,499,421,70,1.18%,9.48%,-7.89%,-2.78%
2018,Q2,Total,Total,Total,Nambucca,Strata,-,-,-,-,-,-,-,-,-
2018,Q2,Total,Total,Total,Narrabri,Total,180,295,383,304,35,5.36%,2.61%,-16.67%,2.94%
2018,Q2,Total,Total,Total,Narrabri,Non Strata,180,295,383,304,35,5.36%,2.61%,-16.67%,2.94%
2018,Q2,Total,Total,Total,Narrandera,Total,132,165,275,203,s,-0.60%,13.79%,17.39%,50.00%
2018,Q2,Total,Total,Total,Narrandera,Non Strata,132,165,275,203,s,-0.60%,13.79%,17.39%,50.00%
2018,Q2,Total,Total,Total,Narromine,Total,158,220,264,218,s,5.87%,8.49%,57.14%,37.50%
2018,Q2,Total,Total,Total,Narromine,Non Strata,158,220,264,218,s,5.87%,8.49%,57.14%,37.50%
2018,Q2,Total,Total,Total,Newcastle,Total,490,600,745,642,695,-2.44%,3.45%,-0.86%,-18.24%
2018,Q2,Total,Total,Total,Newcastle,Non Strata,532,625,770,686,497,-2.34%,-0.16%,0.40%,-11.57%
2018,Q2,Total,Total,Total,Newcastle,Strata,411,500,614,534,198,-7.06%,1.01%,-3.88%,-31.25%
2018,Q2,Total,Total,Total,North Sydney,Total,888,1168,1629,1372,315,-5.43%,-10.15%,-2.48%,-23.73%
2018,Q2,Total,Total,Total,North Sydney,Non Strata,1756,2300,2908,2466,47,-16.36%,-7.26%,-14.55%,-34.72%
2018,Q2,Total,Total,Total,North Sydney,Strata,831,1081,1400,1180,268,-3.61%,-7.61%,0.00%,-21.41%
2018,Q2,Total,Total,Total,Northern Beaches,Total,883,1385,1755,1452,833,-3.55%,-6.73%,-1.65%,-19.83%
2018,Q2,Total,Total,Total,Northern Beaches,Non Strata,1451,1700,2200,1908,432,-8.11%,-8.11%,-1.14%,-18.64%
2018,Q2,Total,Total,Total,Northern Beaches,Strata,729,866,1100,961,401,-3.78%,-4.31%,-2.20%,-21.06%
2018,Q2,Total,Total,Total,Oberon,Total,285,425,500,430,s,18.06%,-17.87%,0.00%,5.00%
2018,Q2,Total,Total,Total,Oberon,Non Strata,285,425,500,430,s,-3.85%,-17.87%,16.67%,5.00%
2018,Q2,Total,Total,Total,Orange,Total,318,391,485,413,232,-0.51%,5.40%,-0.43%,-2.52%
2018,Q2,Total,Total,Total,Orange,Non Strata,335,403,500,424,213,-1.10%,7.04%,-0.93%,-5.75%
2018,Q2,Total,Total,Total,Orange,Strata,266,295,309,290,s,14.12%,26.34%,5.56%,58.33%
2018,Q2,Total,Total,Total,Parkes,Total,177,250,316,257,60,13.90%,2.15%,-6.25%,57.89%
2018,Q2,Total,Total,Total,Parkes,Non Strata,177,250,316,257,60,16.28%,2.15%,-4.76%,57.89%
