Year,Quarter,GMR (Greater Metropolitan Region),Greater Sydney,Rings,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s","Median Sales Price
$'000s","Third Quartile Sales Price
'000s","Mean Sales Price
$'000s","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2020,Q2,Total,Total,Total,Bayside,Non Strata,1144,1301,1585,1374,128,-6.74%,12.16%,-18.47%,-29.28%
2020,Q2,Total,Total,Total,Bayside,Strata,600,679,815,714,290,-6.83%,-2.94%,-34.83%,-41.53%
2020,Q2,Total,Total,Total,Bega Valley,Total,370,485,648,518,121,7.78%,6.59%,-15.97%,-30.86%
2020,Q2,Total,Total,Total,Bega Valley,Non Strata,397,527,685,542,103,6.25%,1.84%,-4.63%,-19.53%
2020,Q2,Total,Total,Total,Bega Valley,Strata,296,328,509,379,s,0.77%,-10.27%,-50.00%,-61.70%
2020,Q2,Total,Total,Total,Bellingen,Total,444,523,703,573,36,-13.81%,10.58%,-18.18%,-21.74%
2020,Q2,Total,Total,Total,Bellingen,Non Strata,444,523,703,573,36,-13.81%,6.63%,-10.00%,-7.69%
2020,Q2,Total,Total,Total,Berrigan,Total,146,235,300,230,s,5.86%,30.56%,-27.50%,16.00%
2020,Q2,Total,Total,Total,Berrigan,Non Strata,146,235,300,230,s,4.91%,30.56%,-25.64%,16.00%
2020,Q2,Total,Total,Total,Blacktown,Total,615,715,864,740,795,1.42%,8.33%,-16.40%,-14.88%
2020,Q2,Total,Total,Total,Blacktown,Non Strata,650,755,884,774,682,-0.85%,6.34%,-8.09%,-12.23%
2020,Q2,Total,Total,Total,Blacktown,Strata,460,540,626,538,113,-5.77%,0.93%,-45.93%,-28.03%
2020,Q2,Total,Total,Total,Bland,Total,168,217,291,232,s,-14.90%,35.62%,-46.67%,-5.88%
2020,Q2,Total,Total,Total,Bland,Non Strata,168,217,291,232,s,-14.90%,35.62%,-46.67%,-5.88%
2020,Q2,Total,Total,Total,Blayney,Total,249,330,398,357,s,-7.04%,10.00%,-45.95%,-13.04%
2020,Q2,Total,Total,Total,Blayney,Non Strata,249,330,398,357,s,-7.04%,10.00%,-44.44%,-13.04%
2020,Q2,Total,Total,Total,Blue Mountains,Total,581,663,798,706,266,0.00%,2.71%,-10.44%,-11.63%
2020,Q2,Total,Total,Total,Blue Mountains,Non Strata,596,670,806,715,251,0.75%,3.08%,-10.99%,-11.31%
2020,Q2,Total,Total,Total,Blue Mountains,Strata,455,565,610,545,s,18.95%,-5.24%,0.00%,-16.67%
2020,Q2,Total,Total,Total,Bourke,Total,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Bourke,Non Strata,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Brewarrina,Total,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Brewarrina,Non Strata,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Broken Hill,Total,83,130,195,199,61,4.00%,14.29%,-12.86%,-17.57%
2020,Q2,Total,Total,Total,Broken Hill,Non Strata,79,121,156,127,52,-3.20%,6.37%,-25.71%,-29.73%
2020,Q2,Total,Total,Total,Broken Hill,Strata,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Burwood,Total,660,905,1750,1156,54,-1.05%,6.51%,-49.53%,-51.35%
2020,Q2,Total,Total,Total,Burwood,Non Strata,1435,1845,2020,1768,s,22.92%,44.42%,-28.12%,-23.33%
2020,Q2,Total,Total,Total,Burwood,Strata,605,690,738,703,31,-16.87%,-9.21%,-58.67%,-61.73%
2020,Q2,Total,Total,Total,Byron,Total,843,1100,1593,1252,111,23.84%,26.44%,-26.97%,-13.95%
2020,Q2,Total,Total,Total,Byron,Non Strata,915,1200,1725,1344,93,21.21%,24.03%,-9.71%,-3.12%
2020,Q2,Total,Total,Total,Byron,Strata,631,720,900,777,s,2.86%,-5.88%,-63.27%,-45.45%
2020,Q2,Total,Total,Total,Cabonne,Total,236,396,536,405,s,6.17%,29.84%,20.00%,-9.09%
2020,Q2,Total,Total,Total,Cabonne,Non Strata,236,396,536,405,s,6.17%,29.84%,20.00%,-9.09%
2020,Q2,Total,Total,Total,Camden,Total,660,725,835,760,275,0.00%,5.07%,-17.91%,-16.41%
2020,Q2,Total,Total,Total,Camden,Non Strata,665,730,840,775,261,-0.68%,4.29%,-14.71%,-16.08%
2020,Q2,Total,Total,Total,Camden,Strata,460,465,520,495,s,-23.52%,-7.00%,-51.72%,-22.22%
2020,Q2,Total,Total,Total,Campbelltown,Total,505,610,684,593,383,1.67%,11.93%,-11.14%,-8.37%
2020,Q2,Total,Total,Total,Campbelltown,Non Strata,570,640,700,637,301,1.75%,11.30%,-10.95%,-9.61%
2020,Q2,Total,Total,Total,Campbelltown,Strata,391,430,478,432,82,-3.80%,4.88%,-11.83%,-3.53%
2020,Q2,Total,Total,Total,Canada Bay,Total,850,1160,1708,1373,242,-7.20%,10.74%,-19.60%,-27.54%
2020,Q2,Total,Total,Total,Canada Bay,Non Strata,1593,1866,2356,2042,88,-6.72%,13.66%,-18.52%,-26.67%
2020,Q2,Total,Total,Total,Canada Bay,Strata,756,900,1150,991,154,-3.74%,3.99%,-20.21%,-28.04%
2020,Q2,Total,Total,Total,Canterbury-Bankstown,Total,658,845,1011,850,655,12.07%,14.31%,-19.63%,-27.06%
2020,Q2,Total,Total,Total,Canterbury-Bankstown,Non Strata,850,943,1128,1001,428,-4.80%,8.96%,-0.70%,-18.16%
2020,Q2,Total,Total,Total,Canterbury-Bankstown,Strata,470,564,669,567,227,-0.18%,3.49%,-40.89%,-39.47%
2020,Q2,Total,Total,Total,Carrathool,Total,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Carrathool,Non Strata,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Central Coast,Total,520,640,795,688,"1,192",-0.08%,8.39%,-9.28%,-7.45%
2020,Q2,Total,Total,Total,Central Coast,Non Strata,551,665,825,728,967,0.00%,7.26%,-5.29%,-3.20%
2020,Q2,Total,Total,Total,Central Coast,Strata,397,490,620,517,225,-2.97%,6.52%,-23.21%,-22.15%
2020,Q2,Total,Total,Total,Central Darling,Total,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Central Darling,Non Strata,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Cessnock,Total,317,389,497,432,257,3.73%,0.52%,8.44%,4.47%
2020,Q2,Total,Total,Total,Cessnock,Non Strata,335,401,505,442,241,4.27%,1.63%,10.55%,5.24%
2020,Q2,Total,Total,Total,Cessnock,Strata,274,284,301,282,s,-11.33%,-1.82%,-15.79%,-5.88%
2020,Q2,Total,Total,Total,Clarence Valley,Total,310,400,517,429,218,-3.61%,2.56%,-5.22%,-5.22%
2020,Q2,Total,Total,Total,Clarence Valley,Non Strata,320,410,520,441,195,-4.65%,5.40%,-0.51%,-2.50%
2020,Q2,Total,Total,Total,Clarence Valley,Strata,253,335,381,333,s,-8.59%,-18.29%,-32.35%,-23.33%
2020,Q2,Total,Total,Total,Cobar,Total,80,80,133,123,s,-22.71%,-64.44%,5.56%,35.71%
2020,Q2,Total,Total,Total,Cobar,Non Strata,80,80,133,123,s,-22.71%,-64.44%,5.56%,35.71%
2020,Q2,Total,Total,Total,Coffs Harbour,Total,420,520,635,540,209,1.46%,-0.24%,-27.43%,-25.89%
2020,Q2,Total,Total,Total,Coffs Harbour,Non Strata,485,570,669,597,157,3.64%,3.64%,-22.66%,-23.79%
2020,Q2,Total,Total,Total,Coffs Harbour,Strata,319,358,423,370,52,-2.05%,-7.74%,-38.82%,-31.58%
2020,Q2,Total,Total,Total,Coolamon,Total,145,216,279,237,s,-24.87%,20.00%,28.57%,28.57%
2020,Q2,Total,Total,Total,Coolamon,Non Strata,145,216,279,237,s,-24.87%,20.00%,28.57%,28.57%
2020,Q2,Total,Total,Total,Coonamble,Total,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Coonamble,Non Strata,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Gundagai,Total,163,225,305,255,37,-10.89%,-15.81%,-28.85%,-7.50%
2020,Q2,Total,Total,Total,Gundagai,Non Strata,163,225,305,255,37,-17.28%,-16.04%,-24.49%,-5.13%
2020,Q2,Total,Total,Total,Cowra,Total,196,255,292,251,38,-8.93%,-7.27%,2.70%,-38.71%
2020,Q2,Total,Total,Total,Cowra,Non Strata,196,255,292,251,38,-8.93%,-7.27%,2.70%,-38.71%
2020,Q2,Total,Total,Total,Cumberland,Total,570,730,880,740,379,5.80%,8.93%,-30.33%,-35.21%
2020,Q2,Total,Total,Total,Cumberland,Non Strata,760,860,949,876,226,-3.92%,10.26%,-16.30%,-20.14%
2020,Q2,Total,Total,Total,Cumberland,Strata,450,530,625,540,153,-7.02%,-7.83%,-44.16%,-49.34%
2020,Q2,Total,Total,Total,Western Plains Regional,Total,300,360,469,379,183,5.88%,2.86%,-2.14%,-1.61%
2020,Q2,Total,Total,Total,Western Plains Regional,Non Strata,300,365,470,383,177,4.78%,2.53%,-0.56%,-2.21%
2020,Q2,Total,Total,Total,Western Plains Regional,Strata,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Dungog,Total,378,558,799,613,34,11.50%,7.99%,25.93%,6.25%
2020,Q2,Total,Total,Total,Dungog,Non Strata,378,558,799,613,34,11.50%,7.99%,25.93%,6.25%
2020,Q2,Total,Total,Total,Edward River,Total,176,230,304,240,42,-6.50%,17.95%,13.51%,100.00%
2020,Q2,Total,Total,Total,Edward River,Non Strata,176,230,304,240,42,-6.50%,17.95%,13.51%,100.00%
2020,Q2,Total,Total,Total,Eurobodalla,Total,414,500,623,524,195,2.46%,7.07%,-8.88%,-17.02%
2020,Q2,Total,Total,Total,Eurobodalla,Non Strata,438,530,634,545,174,1.92%,4.95%,4.19%,-3.87%
2020,Q2,Total,Total,Total,Eurobodalla,Strata,319,350,383,349,s,-2.78%,5.26%,-55.32%,-61.11%
2020,Q2,Total,Total,Total,Fairfield,Total,585,725,825,707,287,-0.68%,7.73%,-2.05%,-18.00%
2020,Q2,Total,Total,Total,Fairfield,Non Strata,701,770,860,794,215,-0.13%,10.00%,-4.87%,-22.66%
2020,Q2,Total,Total,Total,Fairfield,Strata,354,420,525,445,72,2.56%,2.44%,7.46%,0.00%
2020,Q2,Total,Total,Total,Federation,Total,229,280,345,287,58,-3.45%,12.00%,-17.14%,-22.67%
2020,Q2,Total,Total,Total,Federation,Non Strata,230,284,350,293,54,-5.33%,5.97%,-5.26%,-14.29%
2020,Q2,Total,Total,Total,Federation,Strata,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Forbes,Total,231,276,386,305,s,-3.07%,10.50%,-20.00%,-42.86%
2020,Q2,Total,Total,Total,Forbes,Non Strata,231,276,386,305,s,-3.07%,10.50%,-20.00%,-42.86%
2020,Q2,Total,Total,Total,Georges River,Total,694,945,1285,1058,325,15.24%,14.89%,-22.43%,-21.87%
2020,Q2,Total,Total,Total,Georges River,Non Strata,1113,1285,1560,1402,163,-5.17%,11.98%,-9.94%,-18.50%
2020,Q2,Total,Total,Total,Georges River,Strata,616,693,798,713,162,1.97%,7.75%,-31.93%,-25.00%
2020,Q2,Total,Total,Total,Gilgandra,Total,134,160,186,172,s,-11.11%,-25.23%,500.00%,50.00%
2020,Q2,Total,Total,Total,Gilgandra,Non Strata,134,160,186,172,s,-11.11%,-25.23%,500.00%,50.00%
2020,Q2,Total,Total,Total,Glen Innes Severn,Total,163,231,274,243,s,18.59%,8.06%,-21.21%,-27.78%
2020,Q2,Total,Total,Total,Glen Innes Severn,Non Strata,163,231,274,243,s,18.59%,8.06%,-21.21%,-27.78%
2020,Q2,Total,Total,Total,Goulburn Mulwaree,Total,382,470,630,519,129,13.94%,13.66%,21.70%,19.44%
2020,Q2,Total,Total,Total,Goulburn Mulwaree,Non Strata,385,474,630,524,126,11.87%,14.16%,34.04%,20.00%
2020,Q2,Total,Total,Total,Goulburn Mulwaree,Strata,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Greater Hume Shire,Total,203,257,432,315,34,11.52%,28.23%,-12.82%,-5.56%
2020,Q2,Total,Total,Total,Greater Hume Shire,Non Strata,203,257,432,315,34,11.52%,28.23%,-12.82%,-5.56%
2020,Q2,Total,Total,Total,Griffith,Total,263,377,474,379,70,5.80%,3.19%,9.38%,-10.26%
2020,Q2,Total,Total,Total,Griffith,Non Strata,265,391,483,383,68,8.96%,5.87%,9.68%,-9.33%
2020,Q2,Total,Total,Total,Griffith,Strata,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Gunnedah,Total,210,316,415,323,33,-3.07%,-2.02%,-34.00%,-8.33%
2020,Q2,Total,Total,Total,Gunnedah,Non Strata,210,316,415,323,33,-3.07%,-2.02%,-34.00%,-8.33%
2020,Q2,Total,Total,Total,Gwydir,Total,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Gwydir,Non Strata,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Hawkesbury,Total,620,700,943,830,192,2.19%,1.27%,-4.95%,-2.04%
2020,Q2,Total,Total,Total,Hawkesbury,Non Strata,645,720,987,860,177,0.00%,-1.37%,9.94%,3.51%
2020,Q2,Total,Total,Total,Hawkesbury,Strata,435,485,550,479,s,-5.83%,-1.42%,-63.41%,-40.00%
2020,Q2,Total,Total,Total,Hay,Total,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Hay,Non Strata,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Hilltops,Total,205,300,395,322,83,10.29%,5.26%,38.33%,31.75%
2020,Q2,Total,Total,Total,Hilltops,Non Strata,205,300,395,322,83,10.29%,4.53%,38.33%,36.07%
2020,Q2,Total,Total,Total,Hornsby,Total,880,1176,1430,1168,359,11.47%,24.61%,-15.53%,-15.73%
2020,Q2,Total,Total,Total,Hornsby,Non Strata,1150,1305,1525,1361,251,-6.79%,13.97%,2.45%,-3.83%
2020,Q2,Total,Total,Total,Hornsby,Strata,620,665,803,721,108,-1.48%,1.53%,-40.00%,-34.55%
2020,Q2,Total,Total,Total,Hunters Hill,Total,1150,2010,2925,2148,33,-23.52%,21.82%,-10.81%,3.13%
2020,Q2,Total,Total,Total,Hunters Hill,Non Strata,2025,2425,3105,2809,s,-34.46%,-1.02%,-8.70%,10.53%
2020,Q2,Total,Total,Total,Hunters Hill,Strata,766,880,1193,991,s,3.23%,16.56%,-14.29%,-7.69%
2020,Q2,Total,Total,Total,Inner West,Total,848,1300,1635,1308,535,0.00%,11.59%,-9.48%,-26.00%
2020,Q2,Total,Total,Total,Inner West,Non Strata,1350,1565,1850,1626,319,-7.40%,11.79%,-2.15%,-14.25%
2020,Q2,Total,Total,Total,Inner West,Strata,675,772,980,837,216,-5.91%,0.85%,-18.49%,-38.46%
2020,Q2,Total,Total,Total,Inverell,Total,190,240,343,267,63,-18.37%,-3.03%,43.18%,21.15%
2020,Q2,Total,Total,Total,Inverell,Non Strata,190,240,343,267,63,-18.37%,-3.03%,43.18%,21.15%
2020,Q2,Total,Total,Total,Junee,Total,219,328,375,322,s,8.44%,39.36%,-11.11%,-15.79%
2020,Q2,Total,Total,Total,Junee,Non Strata,219,328,375,322,s,8.44%,39.36%,-11.11%,-15.79%
2020,Q2,Total,Total,Total,Kempsey,Total,285,345,440,372,93,-4.17%,-13.75%,-24.39%,-23.14%
2020,Q2,Total,Total,Total,Kempsey,Non Strata,287,355,450,377,81,-5.59%,0.00%,-22.86%,-3.57%
2020,Q2,Total,Total,Total,Kempsey,Strata,260,325,375,337,s,7.26%,-67.50%,-33.33%,-67.57%
2020,Q2,Total,Total,Total,Kiama,Total,730,888,1106,961,80,4.66%,7.41%,11.11%,-16.67%
2020,Q2,Total,Total,Total,Kiama,Non Strata,839,1010,1213,1052,60,11.60%,22.42%,9.09%,-25.93%
2020,Q2,Total,Total,Total,Kiama,Strata,591,675,754,686,s,12.42%,-22.02%,17.65%,33.33%
2020,Q2,Total,Total,Total,Ku-Ring-Gai,Total,1100,1785,2448,1914,331,0.28%,12.97%,-19.66%,-26.77%
2020,Q2,Total,Total,Total,Ku-Ring-Gai,Non Strata,1774,2203,2872,2385,222,-4.24%,15.92%,-8.26%,-19.57%
2020,Q2,Total,Total,Total,Ku-Ring-Gai,Strata,795,900,1090,953,109,-4.13%,-3.87%,-35.88%,-38.07%
2020,Q2,Total,Total,Total,Kyogle,Total,203,358,472,404,36,5.15%,24.35%,44.00%,38.46%
2020,Q2,Total,Total,Total,Kyogle,Non Strata,203,358,472,404,36,5.15%,24.35%,44.00%,38.46%
2020,Q2,Total,Total,Total,Lachlan,Total,99,136,180,142,s,-6.21%,4.62%,55.56%,7.69%
2020,Q2,Total,Total,Total,Lachlan,Non Strata,99,136,180,142,s,-6.21%,4.62%,55.56%,7.69%
2020,Q2,Total,Total,Total,Lake Macquarie,Total,485,600,732,635,630,3.45%,7.14%,-18.39%,-13.46%
2020,Q2,Total,Total,Total,Lake Macquarie,Non Strata,507,615,737,635,551,3.10%,7.88%,-15.75%,-13.64%
2020,Q2,Total,Total,Total,Lake Macquarie,Strata,405,480,616,637,79,6.08%,6.67%,-33.05%,-12.22%
2020,Q2,Total,Total,Total,Lane Cove,Total,738,945,2250,1648,117,-1.84%,0.32%,-34.27%,-38.10%
2020,Q2,Total,Total,Total,Lane Cove,Non Strata,2123,2375,2961,2870,47,-4.47%,0.21%,17.50%,-28.79%
2020,Q2,Total,Total,Total,Lane Cove,Strata,681,785,875,827,70,-10.54%,7.24%,-49.28%,-43.09%
2020,Q2,Total,Total,Total,Leeton,Total,219,274,385,293,39,-2.84%,11.27%,5.41%,-22.00%
2020,Q2,Total,Total,Total,Leeton,Non Strata,231,280,387,298,37,-1.23%,3.70%,2.78%,-9.76%
2020,Q2,Total,Total,Total,Leeton,Strata,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Lismore,Total,350,430,575,489,121,4.88%,8.04%,-31.64%,-32.02%
2020,Q2,Total,Total,Total,Lismore,Non Strata,370,456,589,511,108,5.80%,9.88%,-28.00%,-30.77%
2020,Q2,Total,Total,Total,Lismore,Strata,240,290,380,309,s,-10.77%,-8.37%,-51.85%,-40.91%
2020,Q2,Total,Total,Total,Lithgow,Total,264,335,424,359,68,-4.01%,-6.94%,-5.56%,11.48%
2020,Q2,Total,Total,Total,Lithgow,Non Strata,264,335,424,359,68,-4.01%,-6.94%,-5.56%,11.48%
2020,Q2,Total,Total,Total,Liverpool,Total,555,700,825,699,394,2.94%,2.94%,-13.22%,-17.75%
2020,Q2,Total,Total,Total,Liverpool,Non Strata,669,766,867,776,286,-1.76%,4.97%,-8.33%,-20.33%
2020,Q2,Total,Total,Total,Liverpool,Strata,414,510,571,496,108,1.95%,5.70%,-23.94%,-10.00%
2020,Q2,Total,Total,Total,Liverpool Plains,Total,158,213,290,220,s,-1.16%,4.94%,-45.45%,-18.18%
2020,Q2,Total,Total,Total,Liverpool Plains,Non Strata,158,213,290,220,s,-1.16%,4.94%,-45.45%,-18.18%
2020,Q2,Total,Total,Total,Lockhart,Total,135,180,303,216,s,0.00%,-17.62%,450.00%,37.50%
2020,Q2,Total,Total,Total,Lockhart,Non Strata,135,180,303,216,s,0.00%,-17.62%,450.00%,37.50%
2020,Q2,Total,Total,Total,Maitland,Total,400,475,613,511,271,-1.04%,1.06%,-18.13%,-11.73%
2020,Q2,Total,Total,Total,Maitland,Non Strata,415,490,635,527,251,-2.00%,2.08%,-16.33%,-14.33%
2020,Q2,Total,Total,Total,Maitland,Strata,288,321,339,318,s,-16.75%,-1.16%,-35.48%,42.86%
2020,Q2,Total,Total,Total,Mid-Coast,Total,323,450,585,472,387,2.86%,3.93%,-26.57%,-14.19%
2020,Q2,Total,Total,Total,Mid-Coast,Non Strata,343,469,600,488,333,3.08%,3.08%,-20.90%,-11.67%
2020,Q2,Total,Total,Total,Mid-Coast,Strata,290,340,465,373,54,-11.57%,-4.90%,-49.06%,-27.03%
2020,Q2,Total,Total,Total,Mid-Western Regional,Total,350,440,550,505,127,7.32%,13.11%,7.63%,-7.30%
2020,Q2,Total,Total,Total,Mid-Western Regional,Non Strata,361,440,548,454,110,5.77%,7.32%,-0.90%,-12.70%
2020,Q2,Total,Total,Total,Mid-Western Regional,Strata,322,395,1560,836,s,16.18%,29.08%,142.86%,54.55%
2020,Q2,Total,Total,Total,Moree Plains,Total,99,146,263,181,s,-29.71%,15.94%,-35.48%,-37.50%
2020,Q2,Total,Total,Total,Moree Plains,Non Strata,99,146,263,181,s,-30.22%,15.94%,-33.33%,-37.50%
2020,Q2,Total,Total,Total,Mosman,Total,928,1500,3340,2268,106,14.50%,-28.57%,-13.82%,-10.92%
2020,Q2,Total,Total,Total,Mosman,Non Strata,3100,3730,5100,4167,41,-9.02%,5.88%,-8.89%,-24.07%
2020,Q2,Total,Total,Total,Mosman,Strata,801,950,1200,1070,65,-4.28%,0.00%,-16.67%,0.00%
2020,Q2,Total,Total,Total,Murray River,Total,275,420,537,437,40,7.69%,8.81%,-14.89%,-9.09%
2020,Q2,Total,Total,Total,Murray River,Non Strata,311,446,571,455,36,11.50%,14.36%,-5.26%,-12.20%
2020,Q2,Total,Total,Total,Murray River,Strata,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Murrumbidgee,Total,106,172,240,172,s,-14.25%,-14.25%,-7.69%,71.43%
2020,Q2,Total,Total,Total,Murrumbidgee,Non Strata,106,172,240,172,s,-14.25%,-14.25%,-7.69%,71.43%
2020,Q2,Total,Total,Total,Muswellbrook,Total,250,298,369,319,66,-3.25%,-0.83%,-8.33%,-5.71%
2020,Q2,Total,Total,Total,Muswellbrook,Non Strata,250,310,375,324,61,0.00%,-2.97%,-8.96%,-1.61%
2020,Q2,Total,Total,Total,Muswellbrook,Strata,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Nambucca,Total,323,390,548,441,59,-9.30%,4.00%,-23.38%,1.72%
2020,Q2,Total,Total,Total,Nambucca,Non Strata,335,413,563,459,54,-5.17%,8.55%,-25.00%,0.00%
2020,Q2,Total,Total,Total,Nambucca,Strata,-,-,-,-,-,-,-,-,-
2020,Q2,Total,Total,Total,Narrabri,Total,151,243,377,265,34,21.25%,-6.73%,25.93%,61.90%
2020,Q2,Total,Total,Total,Narrabri,Non Strata,151,243,377,265,34,21.25%,-6.73%,25.93%,61.90%
2020,Q2,Total,Total,Total,Narrandera,Total,113,135,220,168,s,5.66%,2.08%,5.26%,33.33%
2020,Q2,Total,Total,Total,Narrandera,Non Strata,113,135,220,168,s,5.66%,2.08%,5.26%,33.33%
2020,Q2,Total,Total,Total,Narromine,Total,158,224,275,227,s,-25.33%,0.11%,35.71%,18.75%
2020,Q2,Total,Total,Total,Narromine,Non Strata,158,224,275,227,s,-25.33%,0.11%,35.71%,18.75%
2020,Q2,Total,Total,Total,Newcastle,Total,506,610,733,662,523,1.67%,6.09%,-23.65%,-18.79%
2020,Q2,Total,Total,Total,Newcastle,Non Strata,535,635,750,685,409,-0.31%,7.63%,-14.61%,-15.84%
2020,Q2,Total,Total,Total,Newcastle,Strata,414,504,629,581,114,0.05%,-4.50%,-44.66%,-27.85%
2020,Q2,Total,Total,Total,North Sydney,Total,926,1200,1750,1414,283,-5.14%,9.09%,-18.91%,-14.76%
2020,Q2,Total,Total,Total,North Sydney,Non Strata,1845,2350,2900,2415,49,-12.07%,-13.04%,11.36%,-9.26%
2020,Q2,Total,Total,Total,North Sydney,Strata,884,1100,1445,1205,234,-5.98%,11.51%,-23.28%,-15.83%
2020,Q2,Total,Total,Total,Northern Beaches,Total,979,1500,1941,1600,828,-2.91%,15.38%,-10.68%,-14.99%
2020,Q2,Total,Total,Total,Northern Beaches,Non Strata,1580,1850,2325,2059,461,-4.64%,9.47%,-3.15%,-7.62%
2020,Q2,Total,Total,Total,Northern Beaches,Strata,749,915,1235,1023,367,-4.19%,11.59%,-18.63%,-22.74%
2020,Q2,Total,Total,Total,Oberon,Total,352,425,520,458,s,-1.73%,22.83%,30.00%,-35.00%
2020,Q2,Total,Total,Total,Oberon,Non Strata,352,425,520,458,s,-1.73%,22.83%,30.00%,-35.00%
2020,Q2,Total,Total,Total,Orange,Total,356,430,534,449,162,-1.26%,5.53%,-0.61%,-18.59%
2020,Q2,Total,Total,Total,Orange,Non Strata,379,435,540,464,150,-1.69%,4.69%,-3.23%,-16.67%
2020,Q2,Total,Total,Total,Orange,Strata,230,245,280,262,s,-12.81%,-15.81%,50.00%,-36.84%
2020,Q2,Total,Total,Total,Parkes,Total,218,280,333,285,35,-7.44%,7.69%,-23.91%,-45.31%
2020,Q2,Total,Total,Total,Parkes,Non Strata,218,280,333,285,35,-7.44%,7.69%,-23.91%,-45.31%
2020,Q2,Total,Total,Total,Parramatta,Total,610,810,1156,908,556,6.58%,2.53%,-28.53%,-35.80%
2020,Q2,Total,Total,Total,Parramatta,Non Strata,1000,1205,1430,1248,231,-3.60%,17.56%,-14.44%,-25.00%
2020,Q2,Total,Total,Total,Parramatta,Strata,534,630,750,666,325,-3.08%,-7.35%,-36.02%,-41.76%
2020,Q2,Total,Total,Total,Penrith,Total,560,657,735,670,528,1.86%,10.14%,-21.08%,-17.63%
2020,Q2,Total,Total,Total,Penrith,Non Strata,625,685,760,703,408,-3.52%,5.63%,-5.34%,-12.82%
