Year,Quarter,GMR (Greater Metropolitan Region),Greater Sydney,Rings,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s","Median Sales Price
$'000s","Third Quartile Sales Price
'000s","Mean Sales Price
$'000s","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2019,Q3,Total,Total,Total,Berrigan,Total,153,231,352,247,s,28.47%,-12.74%,21.74%,-31.71%
2019,Q3,Total,Total,Total,Berrigan,Non Strata,153,231,352,247,s,28.47%,-14.19%,21.74%,-26.32%
2019,Q3,Total,Total,Total,Blacktown,Total,583,671,817,693,"1,110",1.67%,-3.45%,20.78%,11.00%
2019,Q3,Total,Total,Total,Blacktown,Non Strata,625,720,843,732,890,1.41%,-2.04%,16.64%,13.09%
2019,Q3,Total,Total,Total,Blacktown,Strata,469,550,600,536,220,2.33%,-2.65%,41.03%,3.29%
2019,Q3,Total,Total,Total,Bland,Total,100,210,250,188,s,31.25%,22.45%,-35.29%,-45.00%
2019,Q3,Total,Total,Total,Bland,Non Strata,100,210,250,188,s,31.25%,22.45%,-35.29%,-45.00%
2019,Q3,Total,Total,Total,Blayney,Total,275,365,405,382,s,21.67%,30.36%,-4.55%,-16.00%
2019,Q3,Total,Total,Total,Blayney,Non Strata,275,365,405,382,s,21.67%,30.36%,-4.55%,-16.00%
2019,Q3,Total,Total,Total,Blue Mountains,Total,559,635,748,664,348,-1.55%,-6.62%,16.39%,25.18%
2019,Q3,Total,Total,Total,Blue Mountains,Non Strata,559,650,760,676,308,0.00%,-4.41%,9.61%,15.79%
2019,Q3,Total,Total,Total,Blue Mountains,Strata,560,600,600,577,40,0.63%,0.42%,122.22%,233.33%
2019,Q3,Total,Total,Total,Bogan,Total,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Bogan,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Bourke,Total,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Bourke,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Broken Hill,Total,93,143,244,167,68,25.27%,29.55%,-8.11%,-11.69%
2019,Q3,Total,Total,Total,Broken Hill,Non Strata,93,143,244,167,68,25.27%,29.55%,-8.11%,-11.69%
2019,Q3,Total,Total,Total,Burwood,Total,692,820,"1,185","1,034",99,-2.38%,-4.65%,-7.48%,10.00%
2019,Q3,Total,Total,Total,Burwood,Non Strata,"1,443","1,685","2,030","1,837",s,31.90%,12.33%,-13.33%,-16.13%
2019,Q3,Total,Total,Total,Burwood,Strata,640,735,860,747,73,-2.00%,-5.77%,-5.19%,23.73%
2019,Q3,Total,Total,Total,Byron,Total,696,868,"1,150","1,012",151,0.87%,-8.20%,17.97%,3.42%
2019,Q3,Total,Total,Total,Byron,Non Strata,760,980,"1,210","1,118",113,2.08%,-6.71%,18.95%,0.89%
2019,Q3,Total,Total,Total,Byron,Strata,623,679,800,696,38,-11.24%,-3.00%,15.15%,11.76%
2019,Q3,Total,Total,Total,Cabonne,Total,305,350,510,431,33,0.72%,25.00%,3.13%,13.79%
2019,Q3,Total,Total,Total,Cabonne,Non Strata,305,350,510,431,33,0.72%,25.00%,3.13%,13.79%
2019,Q3,Total,Total,Total,Camden,Total,630,700,795,726,398,1.45%,-2.30%,22.46%,19.16%
2019,Q3,Total,Total,Total,Camden,Non Strata,645,715,809,742,366,2.80%,-1.38%,18.83%,15.82%
2019,Q3,Total,Total,Total,Camden,Strata,473,561,626,541,32,12.20%,-5.32%,88.24%,77.78%
2019,Q3,Total,Total,Total,Campbelltown,Total,496,578,659,580,450,5.10%,-0.34%,11.11%,-9.46%
2019,Q3,Total,Total,Total,Campbelltown,Non Strata,550,605,690,618,362,4.68%,-1.51%,10.70%,-8.12%
2019,Q3,Total,Total,Total,Campbelltown,Strata,389,420,470,427,88,4.09%,-7.69%,12.82%,-14.56%
2019,Q3,Total,Total,Total,Canada Bay,Total,800,"1,112","1,580","1,277",339,7.96%,-2.03%,2.42%,11.15%
2019,Q3,Total,Total,Total,Canada Bay,Non Strata,"1,445","1,721","2,200","1,940",105,5.58%,-6.97%,-10.26%,7.14%
2019,Q3,Total,Total,Total,Canada Bay,Strata,724,900,"1,153",979,234,3.99%,-5.51%,9.35%,13.04%
2019,Q3,Total,Total,Total,Canterbury-Bankstown,Total,560,770,940,783,957,4.05%,-3.14%,7.53%,16.00%
2019,Q3,Total,Total,Total,Canterbury-Bankstown,Non Strata,815,920,"1,080",959,538,6.36%,-1.23%,3.07%,14.71%
2019,Q3,Total,Total,Total,Canterbury-Bankstown,Strata,465,535,650,556,419,-0.56%,-5.73%,13.86%,17.70%
2019,Q3,Total,Total,Total,Carrathool,Total,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Carrathool,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Central Coast,Total,477,595,740,633,"1,392",0.85%,-4.72%,8.50%,4.66%
2019,Q3,Total,Total,Total,Central Coast,Non Strata,510,630,770,666,"1,079",1.61%,-3.08%,8.55%,2.37%
2019,Q3,Total,Total,Total,Central Coast,Strata,390,470,612,516,313,2.17%,-6.93%,8.30%,13.41%
2019,Q3,Total,Total,Total,Central Darling,Total,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Central Darling,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Cessnock,Total,308,370,456,404,278,-4.39%,-3.90%,13.93%,-4.47%
2019,Q3,Total,Total,Total,Cessnock,Non Strata,320,380,470,415,255,-3.80%,-5.00%,12.33%,0.00%
2019,Q3,Total,Total,Total,Cessnock,Strata,268,295,308,286,s,2.08%,5.36%,35.29%,-36.11%
2019,Q3,Total,Total,Total,Clarence Valley,Total,296,390,500,406,233,0.00%,-4.88%,2.19%,-2.92%
2019,Q3,Total,Total,Total,Clarence Valley,Non Strata,300,394,500,410,215,1.16%,-3.90%,8.59%,-2.27%
2019,Q3,Total,Total,Total,Clarence Valley,Strata,255,309,434,357,s,-24.76%,-23.83%,-40.00%,-10.00%
2019,Q3,Total,Total,Total,Cobar,Total,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Cobar,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Coffs Harbour,Total,415,500,630,528,297,-3.85%,1.52%,6.45%,-6.90%
2019,Q3,Total,Total,Total,Coffs Harbour,Non Strata,456,535,680,572,210,-2.73%,0.94%,1.94%,-6.67%
2019,Q3,Total,Total,Total,Coffs Harbour,Strata,313,390,472,423,87,4.00%,7.36%,19.18%,-7.45%
2019,Q3,Total,Total,Total,Coolamon,Total,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Coolamon,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Coonamble,Total,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Coonamble,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Gundagai,Total,149,200,265,229,41,-25.16%,-19.68%,2.50%,-16.33%
2019,Q3,Total,Total,Total,Gundagai,Non Strata,149,200,265,229,41,-25.37%,-19.68%,5.13%,-16.33%
2019,Q3,Total,Total,Total,Cowra,Total,185,260,355,288,41,-5.45%,0.00%,-32.79%,-16.33%
2019,Q3,Total,Total,Total,Cowra,Non Strata,185,260,355,288,41,-5.45%,0.00%,-32.79%,-16.33%
2019,Q3,Total,Total,Total,Cumberland,Total,548,653,799,673,584,-2.56%,-2.62%,0.86%,14.96%
2019,Q3,Total,Total,Total,Cumberland,Non Strata,720,800,880,810,286,2.89%,-4.71%,2.14%,20.17%
2019,Q3,Total,Total,Total,Cumberland,Strata,456,553,620,541,298,-3.91%,-3.91%,-0.33%,10.37%
2019,Q3,Total,Total,Total,Western Plains Regional,Total,258,329,395,340,201,-6.00%,-3.66%,8.65%,-7.80%
2019,Q3,Total,Total,Total,Western Plains Regional,Non Strata,260,330,395,342,197,-7.17%,-4.07%,9.44%,-8.80%
2019,Q3,Total,Total,Total,Western Plains Regional,Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Dungog,Total,325,440,572,479,33,-14.77%,-2.22%,3.13%,13.79%
2019,Q3,Total,Total,Total,Dungog,Non Strata,325,440,572,479,33,-14.77%,-2.22%,3.13%,13.79%
2019,Q3,Total,Total,Total,Edward River,Total,155,200,340,253,31,2.56%,-13.42%,47.62%,-13.89%
2019,Q3,Total,Total,Total,Edward River,Non Strata,155,200,340,253,31,2.56%,-13.42%,47.62%,-13.89%
2019,Q3,Total,Total,Total,Eurobodalla,Total,390,471,607,502,234,0.59%,-0.79%,0.00%,-6.02%
2019,Q3,Total,Total,Total,Eurobodalla,Non Strata,414,490,617,529,198,-3.07%,-1.90%,9.39%,-3.41%
2019,Q3,Total,Total,Total,Eurobodalla,Strata,260,355,403,354,36,5.97%,11.81%,-32.08%,-18.18%
2019,Q3,Total,Total,Total,Fairfield,Total,585,710,822,770,379,5.81%,0.28%,8.91%,9.86%
2019,Q3,Total,Total,Total,Fairfield,Non Strata,655,743,831,753,284,6.14%,-3.51%,2.90%,12.70%
2019,Q3,Total,Total,Total,Fairfield,Strata,386,460,616,824,95,12.88%,4.55%,31.94%,2.15%
2019,Q3,Total,Total,Total,Federation,Total,216,258,329,269,52,4.04%,4.04%,-29.73%,-11.86%
2019,Q3,Total,Total,Total,Federation,Non Strata,220,260,330,269,46,-1.52%,-3.97%,-25.81%,-4.17%
2019,Q3,Total,Total,Total,Federation,Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Forbes,Total,200,250,309,261,37,0.00%,-15.25%,-24.49%,76.19%
2019,Q3,Total,Total,Total,Forbes,Non Strata,200,250,312,262,36,0.00%,-15.25%,-26.53%,71.43%
2019,Q3,Total,Total,Total,Forbes,Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Georges River,Total,651,840,"1,200",962,462,2.44%,-8.20%,11.86%,4.76%
2019,Q3,Total,Total,Total,Georges River,Non Strata,"1,036","1,250","1,451","1,301",216,11.11%,-3.85%,9.09%,0.00%
2019,Q3,Total,Total,Total,Georges River,Strata,567,661,740,665,246,2.96%,-5.57%,14.42%,9.33%
2019,Q3,Total,Total,Total,Gilgandra,Total,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Gilgandra,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Glen Innes Severn,Total,138,173,260,194,s,-19.39%,-17.86%,-22.22%,-31.71%
2019,Q3,Total,Total,Total,Glen Innes Severn,Non Strata,138,173,260,194,s,-19.39%,-17.86%,-22.22%,-31.71%
2019,Q3,Total,Total,Total,Goulburn Mulwaree,Total,362,435,504,461,115,4.42%,1.16%,9.52%,-6.50%
2019,Q3,Total,Total,Total,Goulburn Mulwaree,Non Strata,375,450,511,473,100,7.58%,0.22%,-1.96%,-6.54%
2019,Q3,Total,Total,Total,Goulburn Mulwaree,Strata,298,339,473,379,s,-17.32%,-8.99%,400.00%,-6.25%
2019,Q3,Total,Total,Total,Greater Hume Shire,Total,186,223,307,238,38,11.24%,9.88%,5.56%,5.56%
2019,Q3,Total,Total,Total,Greater Hume Shire,Non Strata,186,223,307,238,38,11.24%,9.88%,5.56%,5.56%
2019,Q3,Total,Total,Total,Griffith,Total,272,340,400,343,82,-6.85%,2.72%,6.49%,-9.89%
2019,Q3,Total,Total,Total,Griffith,Non Strata,274,342,403,346,79,-8.06%,3.64%,6.76%,5.33%
2019,Q3,Total,Total,Total,Griffith,Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Gunnedah,Total,254,320,429,358,54,-0.78%,-11.72%,50.00%,8.00%
2019,Q3,Total,Total,Total,Gunnedah,Non Strata,254,320,429,358,54,-0.78%,-1.69%,50.00%,17.39%
2019,Q3,Total,Total,Total,Gwydir,Total,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Gwydir,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Hawkesbury,Total,565,665,860,741,233,-3.62%,-5.67%,19.49%,21.99%
2019,Q3,Total,Total,Total,Hawkesbury,Non Strata,609,714,914,794,200,-1.52%,-6.05%,17.65%,24.22%
2019,Q3,Total,Total,Total,Hawkesbury,Strata,365,445,495,423,33,-9.55%,-12.06%,32.00%,10.00%
2019,Q3,Total,Total,Total,Hay,Total,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Hay,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Hilltops,Total,209,260,310,264,41,-8.77%,11.11%,-34.92%,-48.75%
2019,Q3,Total,Total,Total,Hilltops,Non Strata,219,264,313,268,39,-8.01%,12.34%,-36.07%,-48.68%
2019,Q3,Total,Total,Total,Hilltops,Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Hornsby,Total,698,"1,028","1,376","2,347",552,9.60%,0.98%,31.12%,36.63%
2019,Q3,Total,Total,Total,Hornsby,Non Strata,"1,052","1,226","1,450","1,264",281,7.54%,-1.92%,9.34%,17.08%
2019,Q3,Total,Total,Total,Hornsby,Strata,630,690,973,"3,470",271,5.34%,2.82%,65.24%,65.24%
2019,Q3,Total,Total,Total,Hunters Hill,Total,"1,463","1,900","3,143","2,456",43,15.15%,8.57%,34.38%,4.88%
2019,Q3,Total,Total,Total,Hunters Hill,Non Strata,"1,932","2,620","4,306","3,201",s,6.94%,4.80%,36.84%,23.81%
2019,Q3,Total,Total,Total,Hunters Hill,Strata,"1,125","1,290","1,680","1,318",s,70.86%,9.79%,30.77%,-15.00%
2019,Q3,Total,Total,Total,Inner West,Total,750,"1,178","1,525","1,196",665,1.12%,2.43%,-8.02%,0.61%
2019,Q3,Total,Total,Total,Inner West,Non Strata,"1,311","1,500","1,825","1,586",330,7.14%,2.46%,-11.29%,0.30%
2019,Q3,Total,Total,Total,Inner West,Strata,648,750,901,813,335,-1.96%,-1.96%,-4.56%,0.90%
2019,Q3,Total,Total,Total,Inverell,Total,230,309,376,330,s,24.75%,20.61%,-46.15%,-49.09%
2019,Q3,Total,Total,Total,Inverell,Non Strata,230,309,376,330,s,24.75%,20.61%,-46.15%,-49.09%
2019,Q3,Total,Total,Total,Junee,Total,226,262,364,298,s,11.49%,2.75%,-5.26%,20.00%
2019,Q3,Total,Total,Total,Junee,Non Strata,226,262,364,298,s,11.49%,2.75%,-5.26%,20.00%
2019,Q3,Total,Total,Total,Kempsey,Total,268,340,451,369,139,-15.00%,-11.69%,16.81%,4.51%
2019,Q3,Total,Total,Total,Kempsey,Non Strata,293,386,479,391,109,8.73%,-1.28%,31.33%,-9.17%
2019,Q3,Total,Total,Total,Kempsey,Strata,255,268,333,288,s,-73.20%,-18.79%,-16.67%,130.77%
2019,Q3,Total,Total,Total,Kiama,Total,710,810,973,858,99,-2.11%,-0.61%,4.21%,16.47%
2019,Q3,Total,Total,Total,Kiama,Non Strata,750,850,990,897,85,2.87%,-5.56%,6.25%,34.92%
2019,Q3,Total,Total,Total,Kiama,Strata,574,678,717,620,s,-21.65%,3.83%,-6.67%,-36.36%
2019,Q3,Total,Total,Total,Ku-Ring-Gai,Total,985,"1,650","2,200","1,765",469,4.43%,-3.37%,3.99%,25.40%
2019,Q3,Total,Total,Total,Ku-Ring-Gai,Non Strata,"1,733","2,020","2,663","2,270",283,6.32%,-4.83%,2.54%,23.04%
2019,Q3,Total,Total,Total,Ku-Ring-Gai,Strata,811,900,"1,165",998,186,-3.73%,-5.26%,6.29%,29.17%
2019,Q3,Total,Total,Total,Kyogle,Total,288,345,458,378,39,20.00%,4.55%,50.00%,-20.41%
2019,Q3,Total,Total,Total,Kyogle,Non Strata,288,345,458,378,39,20.00%,4.55%,50.00%,-20.41%
2019,Q3,Total,Total,Total,Lachlan,Total,69,123,190,133,s,-5.77%,-21.85%,23.08%,14.29%
2019,Q3,Total,Total,Total,Lachlan,Non Strata,69,123,190,133,s,-5.77%,-21.85%,23.08%,14.29%
2019,Q3,Total,Total,Total,Lake Macquarie,Total,454,560,675,579,734,0.00%,1.82%,2.23%,-10.05%
2019,Q3,Total,Total,Total,Lake Macquarie,Non Strata,475,575,691,598,631,0.00%,-0.35%,0.00%,-11.87%
2019,Q3,Total,Total,Total,Lake Macquarie,Strata,378,450,525,464,103,1.12%,1.12%,18.39%,3.00%
2019,Q3,Total,Total,Total,Lane Cove,Total,727,920,"1,530","1,306",199,-0.08%,-1.97%,13.07%,11.17%
2019,Q3,Total,Total,Total,Lane Cove,Non Strata,"2,100","2,550","2,975","2,679",45,20.00%,15.91%,-18.18%,-25.00%
2019,Q3,Total,Total,Total,Lane Cove,Strata,702,795,"1,100",904,154,8.90%,1.92%,27.27%,29.41%
2019,Q3,Total,Total,Total,Leeton,Total,159,228,311,249,42,-7.31%,-19.91%,-16.00%,23.53%
2019,Q3,Total,Total,Total,Leeton,Non Strata,175,255,341,263,36,-5.65%,-12.16%,-12.20%,9.09%
2019,Q3,Total,Total,Total,Leeton,Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Lismore,Total,340,399,530,444,153,0.25%,-5.34%,-14.04%,-22.73%
2019,Q3,Total,Total,Total,Lismore,Non Strata,351,425,550,464,131,2.41%,-1.16%,-16.03%,-27.22%
2019,Q3,Total,Total,Total,Lismore,Strata,256,296,392,323,s,-6.56%,13.10%,0.00%,22.22%
2019,Q3,Total,Total,Total,Lithgow,Total,271,328,411,352,66,-9.03%,-3.68%,10.00%,-27.47%
2019,Q3,Total,Total,Total,Lithgow,Non Strata,271,328,411,352,66,-9.03%,-3.68%,10.00%,-24.14%
2019,Q3,Total,Total,Total,Liverpool,Total,540,660,810,677,507,-2.94%,-4.35%,6.96%,16.28%
2019,Q3,Total,Total,Total,Liverpool,Non Strata,654,760,875,768,345,4.11%,-1.30%,-3.36%,14.24%
2019,Q3,Total,Total,Total,Liverpool,Strata,410,485,559,482,162,1.04%,-8.23%,38.46%,20.90%
2019,Q3,Total,Total,Total,Liverpool Plains,Total,135,210,317,247,s,3.70%,9.09%,4.55%,-23.33%
2019,Q3,Total,Total,Total,Liverpool Plains,Non Strata,135,210,317,247,s,3.70%,9.09%,4.55%,-23.33%
2019,Q3,Total,Total,Total,Lockhart,Total,150,163,230,175,s,-25.63%,-37.50%,50.00%,20.00%
2019,Q3,Total,Total,Total,Lockhart,Non Strata,150,163,230,175,s,-25.63%,-37.50%,50.00%,20.00%
2019,Q3,Total,Total,Total,Maitland,Total,385,465,562,480,356,-1.06%,-1.48%,15.96%,-12.10%
2019,Q3,Total,Total,Total,Maitland,Non Strata,400,480,571,492,319,0.00%,0.00%,8.87%,-14.71%
2019,Q3,Total,Total,Total,Maitland,Strata,290,340,411,381,37,4.86%,-9.33%,164.29%,19.35%
2019,Q3,Total,Total,Total,Mid-Coast,Total,324,435,568,463,491,0.00%,4.82%,10.34%,-1.80%
2019,Q3,Total,Total,Total,Mid-Coast,Non Strata,340,460,600,485,393,1.10%,4.55%,5.93%,-5.53%
2019,Q3,Total,Total,Total,Mid-Coast,Strata,280,359,460,377,98,0.28%,1.70%,32.43%,16.67%
2019,Q3,Total,Total,Total,Mid-Western Regional,Total,321,400,490,400,122,2.83%,2.56%,-9.63%,-4.69%
2019,Q3,Total,Total,Total,Mid-Western Regional,Non Strata,335,410,490,404,117,0.00%,3.80%,-5.65%,-3.31%
2019,Q3,Total,Total,Total,Mid-Western Regional,Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Moree Plains,Total,96,135,184,178,s,7.57%,-25.00%,-6.25%,0.00%
2019,Q3,Total,Total,Total,Moree Plains,Non Strata,96,135,184,178,s,7.57%,-25.00%,-6.25%,0.00%
2019,Q3,Total,Total,Total,Mosman,Total,879,"1,200","2,590","1,940",118,-41.46%,-41.46%,-0.84%,19.19%
2019,Q3,Total,Total,Total,Mosman,Non Strata,"2,756","3,240","4,164","3,861",36,-7.69%,-20.98%,-33.33%,-23.40%
2019,Q3,Total,Total,Total,Mosman,Strata,801,940,"1,275","1,097",82,-1.05%,-9.18%,26.15%,57.69%
2019,Q3,Total,Total,Total,Murray River,Total,240,360,458,371,55,-6.74%,6.04%,30.95%,-8.33%
2019,Q3,Total,Total,Total,Murray River,Non Strata,230,398,491,383,48,1.92%,15.38%,23.08%,-11.11%
2019,Q3,Total,Total,Total,Murray River,Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Murrumbidgee,Total,120,210,290,251,s,5.00%,23.53%,171.43%,46.15%
2019,Q3,Total,Total,Total,Murrumbidgee,Non Strata,120,210,290,251,s,5.00%,23.53%,171.43%,46.15%
2019,Q3,Total,Total,Total,Muswellbrook,Total,244,300,371,305,60,0.00%,0.00%,-14.29%,-22.08%
2019,Q3,Total,Total,Total,Muswellbrook,Non Strata,245,303,374,307,58,-5.32%,-1.63%,-6.45%,-19.44%
2019,Q3,Total,Total,Total,Muswellbrook,Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Nambucca,Total,332,420,513,430,75,12.00%,2.44%,29.31%,-2.60%
2019,Q3,Total,Total,Total,Nambucca,Non Strata,365,445,518,448,67,17.11%,5.83%,24.07%,-6.94%
2019,Q3,Total,Total,Total,Nambucca,Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Narrabri,Total,245,311,345,294,34,19.42%,10.89%,61.90%,-19.05%
2019,Q3,Total,Total,Total,Narrabri,Non Strata,245,311,345,294,34,19.42%,19.42%,61.90%,-8.11%
2019,Q3,Total,Total,Total,Narrandera,Total,170,187,253,202,s,41.13%,-11.48%,66.67%,-30.56%
2019,Q3,Total,Total,Total,Narrandera,Non Strata,170,187,253,202,s,41.13%,-11.48%,66.67%,-30.56%
2019,Q3,Total,Total,Total,Narromine,Total,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Narromine,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q3,Total,Total,Total,Newcastle,Total,470,575,715,625,688,0.00%,-4.96%,7.67%,-7.90%
2019,Q3,Total,Total,Total,Newcastle,Non Strata,505,595,735,659,490,0.85%,-6.30%,1.45%,-8.75%
2019,Q3,Total,Total,Total,Newcastle,Strata,420,493,640,541,198,-5.74%,-8.16%,26.92%,-5.71%
2019,Q3,Total,Total,Total,North Sydney,Total,794,"1,100","1,805","1,418",379,0.00%,-10.42%,16.62%,12.80%
2019,Q3,Total,Total,Total,North Sydney,Non Strata,"2,002","2,505","3,624","2,945",54,-7.30%,-3.65%,0.00%,1.89%
2019,Q3,Total,Total,Total,North Sydney,Strata,760,980,"1,455","1,164",325,-0.51%,-12.89%,19.93%,14.84%
2019,Q3,Total,Total,Total,Northern Beaches,Total,925,"1,395","1,800","1,497",934,7.51%,1.68%,-3.51%,1.63%
2019,Q3,Total,Total,Total,Northern Beaches,Non Strata,"1,479","1,720","2,200","1,939",488,1.78%,-1.71%,-2.20%,4.27%
2019,Q3,Total,Total,Total,Northern Beaches,Strata,756,905,"1,225","1,015",446,10.37%,3.43%,-4.90%,-1.11%
2019,Q3,Total,Total,Total,Oberon,Total,323,395,520,436,s,14.16%,-1.62%,10.00%,22.22%
2019,Q3,Total,Total,Total,Oberon,Non Strata,323,395,520,436,s,14.16%,-1.62%,10.00%,22.22%
2019,Q3,Total,Total,Total,Orange,Total,331,415,508,426,203,1.72%,10.67%,2.53%,3.05%
2019,Q3,Total,Total,Total,Orange,Non Strata,350,420,519,441,178,0.84%,7.56%,-0.56%,2.30%
2019,Q3,Total,Total,Total,Orange,Strata,215,274,332,321,s,-5.84%,-0.36%,31.58%,8.70%
2019,Q3,Total,Total,Total,Parkes,Total,196,225,307,241,61,-13.46%,-11.76%,-4.69%,-10.29%
2019,Q3,Total,Total,Total,Parkes,Non Strata,196,225,307,241,61,-13.46%,-11.76%,-4.69%,-10.29%
2019,Q3,Total,Total,Total,Parramatta,Total,600,740,964,829,895,-5.13%,-5.25%,6.80%,23.79%
2019,Q3,Total,Total,Total,Parramatta,Non Strata,942,"1,130","1,358","1,170",306,10.24%,-1.74%,0.00%,15.47%
2019,Q3,Total,Total,Total,Parramatta,Strata,540,650,738,652,589,-2.99%,-2.51%,10.71%,28.60%
2019,Q3,Total,Total,Total,Penrith,Total,505,590,685,597,711,-1.13%,-9.23%,11.09%,11.62%
2019,Q3,Total,Total,Total,Penrith,Non Strata,590,650,730,666,468,0.23%,-5.11%,0.00%,1.52%
