Year,Quarter,GMR (Greater Metropolitan Region),Greater Sydney,Rings,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s","Median Sales Price
$'000s","Third Quartile Sales Price
'000s","Mean Sales Price
$'000s","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2020,Q4,Total,Total,Total,Canterbury-Bankstown,Strata,480,585,705,690,502,4.46%,5.17%,18.12%,12.56%
2020,Q4,Total,Total,Total,Carrathool,Total,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Carrathool,Non Strata,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Central Coast,Total,568,700,880,775,"2,152",3.70%,12.90%,13.32%,43.09%
2020,Q4,Total,Total,Total,Central Coast,Non Strata,610,730,941,823,"1,683",4.14%,12.31%,11.98%,41.07%
2020,Q4,Total,Total,Total,Central Coast,Strata,448,565,710,604,469,6.60%,13.00%,18.43%,50.80%
2020,Q4,Total,Total,Total,Central Darling,Total,1,6,35,18,s,-71.43%,-93.33%,750.00%,240.00%
2020,Q4,Total,Total,Total,Central Darling,Non Strata,1,6,35,18,s,-71.43%,-93.33%,750.00%,240.00%
2020,Q4,Total,Total,Total,Cessnock,Total,350,410,510,458,381,0.00%,7.89%,6.72%,48.83%
2020,Q4,Total,Total,Total,Cessnock,Non Strata,359,420,520,470,350,0.00%,6.06%,5.74%,47.68%
2020,Q4,Total,Total,Total,Cessnock,Strata,275,310,360,318,31,9.73%,-3.12%,19.23%,63.16%
2020,Q4,Total,Total,Total,Clarence Valley,Total,340,440,575,477,348,0.00%,7.32%,26.09%,58.18%
2020,Q4,Total,Total,Total,Clarence Valley,Non Strata,340,440,578,481,303,-1.12%,4.76%,26.78%,55.38%
2020,Q4,Total,Total,Total,Clarence Valley,Strata,335,440,548,455,45,22.22%,29.41%,21.62%,80.00%
2020,Q4,Total,Total,Total,Cobar,Total,82,145,315,193,s,45.00%,-28.40%,-12.00%,1000.00%
2020,Q4,Total,Total,Total,Cobar,Non Strata,82,145,315,193,s,45.00%,-28.40%,-12.00%,1000.00%
2020,Q4,Total,Total,Total,Coffs Harbour,Total,456,575,720,604,445,1.23%,17.35%,21.25%,39.06%
2020,Q4,Total,Total,Total,Coffs Harbour,Non Strata,535,643,785,675,313,5.41%,16.91%,13.00%,43.58%
2020,Q4,Total,Total,Total,Coffs Harbour,Strata,339,420,509,437,132,7.14%,11.55%,46.67%,29.41%
2020,Q4,Total,Total,Total,Coolamon,Total,115,220,345,236,s,-6.38%,3.53%,0.00%,43.75%
2020,Q4,Total,Total,Total,Coolamon,Non Strata,115,220,345,236,s,-6.38%,3.53%,0.00%,43.75%
2020,Q4,Total,Total,Total,Coonamble,Total,80,97,135,128,s,-3.00%,43.70%,0.00%,10.00%
2020,Q4,Total,Total,Total,Coonamble,Non Strata,80,97,135,128,s,-3.00%,43.70%,0.00%,10.00%
2020,Q4,Total,Total,Total,Gundagai,Total,255,303,340,310,58,18.92%,16.63%,-13.43%,23.40%
2020,Q4,Total,Total,Total,Gundagai,Non Strata,255,305,340,311,57,14.23%,16.86%,-6.56%,23.91%
2020,Q4,Total,Total,Total,Gundagai,Strata,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Cowra,Total,240,280,370,313,69,8.11%,6.67%,-10.39%,27.78%
2020,Q4,Total,Total,Total,Cowra,Non Strata,241,278,378,315,66,6.11%,5.90%,-13.16%,22.22%
2020,Q4,Total,Total,Total,Cowra,Strata,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Cumberland,Total,570,725,910,762,753,-1.09%,5.84%,33.51%,16.20%
2020,Q4,Total,Total,Total,Cumberland,Non Strata,812,910,1070,958,387,4.00%,9.11%,26.47%,19.44%
2020,Q4,Total,Total,Total,Cumberland,Strata,472,565,625,555,366,5.61%,1.62%,41.86%,12.96%
2020,Q4,Total,Total,Total,Western Plains Regional,Total,272,353,460,374,304,0.71%,8.46%,23.08%,59.16%
2020,Q4,Total,Total,Total,Western Plains Regional,Non Strata,280,360,460,377,293,1.41%,9.09%,22.08%,64.61%
2020,Q4,Total,Total,Total,Western Plains Regional,Strata,236,265,293,286,s,9.05%,-7.67%,57.14%,-15.38%
2020,Q4,Total,Total,Total,Dungog,Total,381,530,785,599,59,6.00%,29.27%,0.00%,73.53%
2020,Q4,Total,Total,Total,Dungog,Non Strata,381,530,785,599,59,6.00%,29.27%,0.00%,73.53%
2020,Q4,Total,Total,Total,Edward River,Total,181,225,294,243,66,11.66%,-7.22%,22.22%,127.59%
2020,Q4,Total,Total,Total,Edward River,Non Strata,189,238,300,249,62,11.24%,-7.59%,24.00%,129.63%
2020,Q4,Total,Total,Total,Edward River,Strata,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Eurobodalla,Total,473,590,727,625,358,10.80%,14.56%,14.01%,36.64%
2020,Q4,Total,Total,Total,Eurobodalla,Non Strata,515,617,751,659,304,9.16%,12.14%,16.48%,42.72%
2020,Q4,Total,Total,Total,Eurobodalla,Strata,343,419,505,431,54,5.95%,11.60%,1.89%,10.20%
2020,Q4,Total,Total,Total,Fairfield,Total,650,768,905,809,518,1.52%,5.28%,32.48%,25.12%
2020,Q4,Total,Total,Total,Fairfield,Non Strata,734,815,930,851,387,1.56%,5.84%,26.06%,21.32%
2020,Q4,Total,Total,Total,Fairfield,Strata,360,436,579,683,131,-2.02%,-2.68%,55.95%,37.89%
2020,Q4,Total,Total,Total,Federation,Total,241,305,404,324,91,3.92%,15.09%,16.67%,24.66%
2020,Q4,Total,Total,Total,Federation,Non Strata,244,310,410,326,80,3.85%,10.71%,17.65%,31.15%
2020,Q4,Total,Total,Total,Federation,Strata,238,285,359,311,s,34.12%,67.65%,10.00%,-8.33%
2020,Q4,Total,Total,Total,Forbes,Total,234,314,407,323,56,-4.85%,9.79%,5.66%,51.35%
2020,Q4,Total,Total,Total,Forbes,Non Strata,234,314,407,323,56,-4.85%,9.79%,5.66%,51.35%
2020,Q4,Total,Total,Total,Georges River,Total,663,1040,1400,1090,590,17.38%,12.43%,32.88%,4.42%
2020,Q4,Total,Total,Total,Georges River,Non Strata,1200,1390,1680,1474,289,5.30%,7.21%,35.05%,-0.34%
2020,Q4,Total,Total,Total,Georges River,Strata,599,665,812,722,301,-2.21%,-2.21%,30.87%,9.45%
2020,Q4,Total,Total,Total,Gilgandra,Total,108,135,171,157,s,-22.19%,17.39%,14.29%,220.00%
2020,Q4,Total,Total,Total,Gilgandra,Non Strata,108,135,171,157,s,-22.19%,17.39%,14.29%,220.00%
2020,Q4,Total,Total,Total,Glen Innes Severn,Total,180,240,286,240,57,14.29%,45.45%,26.67%,96.55%
2020,Q4,Total,Total,Total,Glen Innes Severn,Non Strata,180,240,286,240,57,14.29%,45.45%,26.67%,96.55%
2020,Q4,Total,Total,Total,Goulburn Mulwaree,Total,390,479,625,522,177,4.13%,8.13%,9.94%,55.26%
2020,Q4,Total,Total,Total,Goulburn Mulwaree,Non Strata,395,484,639,538,162,0.78%,6.32%,12.50%,51.40%
2020,Q4,Total,Total,Total,Goulburn Mulwaree,Strata,260,330,444,353,s,10.00%,-3.51%,-11.76%,114.29%
2020,Q4,Total,Total,Total,Greater Hume Shire,Total,176,274,394,318,54,30.24%,16.38%,17.39%,42.11%
2020,Q4,Total,Total,Total,Greater Hume Shire,Non Strata,176,274,394,318,54,30.24%,16.38%,17.39%,42.11%
2020,Q4,Total,Total,Total,Griffith,Total,340,410,490,427,81,11.26%,7.19%,-10.00%,-14.74%
2020,Q4,Total,Total,Total,Griffith,Non Strata,342,419,503,432,76,11.60%,4.62%,-9.52%,-15.56%
2020,Q4,Total,Total,Total,Griffith,Strata,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Gunnedah,Total,278,400,504,394,58,29.03%,35.59%,-4.92%,52.63%
2020,Q4,Total,Total,Total,Gunnedah,Non Strata,278,400,504,394,58,29.55%,23.08%,0.00%,65.71%
2020,Q4,Total,Total,Total,Gwydir,Total,152,230,269,217,s,49.35%,31.81%,90.00%,90.00%
2020,Q4,Total,Total,Total,Gwydir,Non Strata,152,230,269,217,s,49.35%,31.81%,90.00%,90.00%
2020,Q4,Total,Total,Total,Hawkesbury,Total,645,755,1200,935,307,0.67%,0.94%,5.14%,10.04%
2020,Q4,Total,Total,Total,Hawkesbury,Non Strata,685,820,1293,1003,267,-1.20%,4.46%,6.80%,5.53%
2020,Q4,Total,Total,Total,Hawkesbury,Strata,421,505,546,480,40,2.54%,1.20%,-4.76%,53.85%
2020,Q4,Total,Total,Total,Hay,Total,71,135,213,184,s,-34.15%,-4.59%,10.00%,-21.43%
2020,Q4,Total,Total,Total,Hay,Non Strata,71,135,213,184,s,-34.15%,-4.59%,10.00%,-21.43%
2020,Q4,Total,Total,Total,Hilltops,Total,240,309,424,340,134,-2.06%,18.85%,21.82%,83.56%
2020,Q4,Total,Total,Total,Hilltops,Non Strata,246,320,429,347,126,1.27%,22.88%,14.55%,72.60%
2020,Q4,Total,Total,Total,Hilltops,Strata,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Hornsby,Total,883,1266,1576,1251,588,8.21%,14.05%,16.90%,11.57%
2020,Q4,Total,Total,Total,Hornsby,Non Strata,1250,1450,1687,1481,403,7.97%,8.05%,24.38%,22.49%
2020,Q4,Total,Total,Total,Hornsby,Strata,630,695,820,750,185,-0.57%,4.75%,3.35%,-6.57%
2020,Q4,Total,Total,Total,Hunters Hill,Total,1650,2413,3414,2712,64,5.81%,31.29%,-4.48%,-5.88%
2020,Q4,Total,Total,Total,Hunters Hill,Non Strata,2406,2978,3900,3416,42,-13.70%,4.11%,-4.55%,13.51%
2020,Q4,Total,Total,Total,Hunters Hill,Strata,938,1263,1665,1369,s,12.22%,4.34%,-4.35%,-29.03%
2020,Q4,Total,Total,Total,Inner West,Total,862,1338,1750,1393,934,4.09%,4.90%,14.88%,16.46%
2020,Q4,Total,Total,Total,Inner West,Non Strata,1420,1678,1975,1770,530,6.85%,3.55%,14.47%,15.97%
2020,Q4,Total,Total,Total,Inner West,Strata,690,810,1002,899,404,9.24%,2.40%,15.43%,17.10%
2020,Q4,Total,Total,Total,Inverell,Total,238,288,367,317,93,17.35%,1.77%,10.71%,144.74%
2020,Q4,Total,Total,Total,Inverell,Non Strata,239,291,368,318,92,18.88%,3.10%,9.52%,142.11%
2020,Q4,Total,Total,Total,Inverell,Strata,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Junee,Total,200,250,328,261,s,9.89%,1.73%,45.00%,61.11%
2020,Q4,Total,Total,Total,Junee,Non Strata,200,250,328,261,s,9.89%,1.73%,45.00%,61.11%
2020,Q4,Total,Total,Total,Kempsey,Total,315,433,573,441,139,9.34%,21.63%,-10.90%,39.00%
2020,Q4,Total,Total,Total,Kempsey,Non Strata,315,440,578,445,126,10.00%,21.88%,-10.00%,40.00%
2020,Q4,Total,Total,Total,Kempsey,Strata,310,420,460,404,s,38.50%,31.25%,-18.75%,30.00%
2020,Q4,Total,Total,Total,Kiama,Total,785,973,1205,1064,149,1.09%,13.14%,10.37%,25.21%
2020,Q4,Total,Total,Total,Kiama,Non Strata,905,1058,1300,1206,105,5.27%,13.64%,-3.67%,26.51%
2020,Q4,Total,Total,Total,Kiama,Strata,559,690,849,725,44,3.29%,34.63%,69.23%,22.22%
2020,Q4,Total,Total,Total,Ku-Ring-Gai,Total,1270,2000,2770,2117,593,2.56%,12.42%,15.15%,6.65%
2020,Q4,Total,Total,Total,Ku-Ring-Gai,Non Strata,2000,2500,3090,2648,396,5.49%,13.12%,12.82%,23.36%
2020,Q4,Total,Total,Total,Ku-Ring-Gai,Strata,800,950,1250,1049,197,1.60%,-3.06%,20.12%,-16.17%
2020,Q4,Total,Total,Total,Kyogle,Total,299,350,461,385,64,5.34%,14.94%,45.45%,88.24%
2020,Q4,Total,Total,Total,Kyogle,Non Strata,300,351,465,391,61,5.64%,15.46%,38.64%,84.85%
2020,Q4,Total,Total,Total,Kyogle,Strata,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Lachlan,Total,120,205,250,195,s,3.80%,20.59%,20.00%,166.67%
2020,Q4,Total,Total,Total,Lachlan,Non Strata,120,205,250,195,s,3.80%,20.59%,20.00%,166.67%
2020,Q4,Total,Total,Total,Lake Macquarie,Total,522,635,775,674,"1,164",4.96%,8.55%,19.63%,43.53%
2020,Q4,Total,Total,Total,Lake Macquarie,Non Strata,550,660,801,700,971,5.60%,10.00%,14.37%,39.31%
2020,Q4,Total,Total,Total,Lake Macquarie,Strata,433,515,632,545,193,11.35%,13.44%,55.65%,69.30%
2020,Q4,Total,Total,Total,Lane Cove,Total,720,941,2222,1439,223,12.02%,-27.34%,35.15%,0.90%
2020,Q4,Total,Total,Total,Lane Cove,Non Strata,2244,2470,3098,2646,74,-5.73%,-1.40%,54.17%,-1.33%
2020,Q4,Total,Total,Total,Lane Cove,Strata,660,772,941,839,149,3.57%,-16.13%,27.35%,2.05%
2020,Q4,Total,Total,Total,Leeton,Total,165,240,323,260,63,0.63%,-2.44%,8.62%,65.79%
2020,Q4,Total,Total,Total,Leeton,Non Strata,164,246,338,267,56,0.51%,-1.50%,5.66%,51.35%
2020,Q4,Total,Total,Total,Leeton,Strata,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Lismore,Total,385,460,595,500,242,7.60%,9.52%,13.62%,36.72%
2020,Q4,Total,Total,Total,Lismore,Non Strata,395,470,605,516,223,5.62%,5.62%,16.75%,40.25%
2020,Q4,Total,Total,Total,Lismore,Strata,258,318,382,312,s,-0.63%,0.79%,-13.64%,5.56%
2020,Q4,Total,Total,Total,Lithgow,Total,305,383,518,426,101,4.93%,6.02%,-7.34%,44.29%
2020,Q4,Total,Total,Total,Lithgow,Non Strata,307,388,522,429,99,6.16%,7.27%,-9.17%,41.43%
2020,Q4,Total,Total,Total,Lithgow,Strata,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Liverpool,Total,565,716,860,732,720,2.21%,0.77%,13.39%,16.88%
2020,Q4,Total,Total,Total,Liverpool,Non Strata,700,795,920,824,515,3.92%,-0.62%,11.23%,17.85%
2020,Q4,Total,Total,Total,Liverpool,Strata,435,500,579,500,205,0.00%,4.17%,19.19%,14.53%
2020,Q4,Total,Total,Total,Liverpool Plains,Total,194,249,335,281,58,18.33%,18.33%,34.88%,123.08%
2020,Q4,Total,Total,Total,Liverpool Plains,Non Strata,194,249,335,281,58,18.33%,18.33%,34.88%,123.08%
2020,Q4,Total,Total,Total,Lockhart,Total,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Lockhart,Non Strata,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Maitland,Total,450,519,625,548,453,4.85%,9.26%,1.80%,17.05%
2020,Q4,Total,Total,Total,Maitland,Non Strata,470,541,640,566,408,5.98%,9.69%,-0.73%,18.60%
2020,Q4,Total,Total,Total,Maitland,Strata,335,385,440,386,45,6.65%,1.32%,32.35%,4.65%
2020,Q4,Total,Total,Total,Mid-Coast,Total,380,495,650,527,763,5.10%,16.47%,12.21%,53.21%
2020,Q4,Total,Total,Total,Mid-Coast,Non Strata,399,530,679,552,618,8.06%,17.15%,11.55%,51.47%
2020,Q4,Total,Total,Total,Mid-Coast,Strata,339,395,480,418,145,-1.25%,6.47%,15.08%,61.11%
2020,Q4,Total,Total,Total,Mid-Western Regional,Total,365,465,593,507,203,8.14%,9.79%,10.93%,66.39%
2020,Q4,Total,Total,Total,Mid-Western Regional,Non Strata,388,486,606,518,190,12.91%,13.04%,7.34%,61.02%
2020,Q4,Total,Total,Total,Mid-Western Regional,Strata,337,346,365,348,s,20.26%,15.25%,116.67%,225.00%
2020,Q4,Total,Total,Total,Moree Plains,Total,120,216,353,248,68,44.17%,13.82%,54.55%,151.85%
2020,Q4,Total,Total,Total,Moree Plains,Non Strata,120,215,360,251,65,43.33%,13.16%,51.16%,140.74%
2020,Q4,Total,Total,Total,Moree Plains,Strata,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Mosman,Total,1035,2300,4008,2921,157,49.84%,-5.70%,-3.09%,-4.27%
2020,Q4,Total,Total,Total,Mosman,Non Strata,3225,4368,5763,4768,72,-0.29%,11.27%,41.18%,0.00%
2020,Q4,Total,Total,Total,Mosman,Strata,795,1085,1600,1357,85,5.85%,-6.26%,-23.42%,-7.61%
2020,Q4,Total,Total,Total,Murray River,Total,269,371,514,412,90,-6.01%,3.13%,100.00%,130.77%
2020,Q4,Total,Total,Total,Murray River,Non Strata,284,410,568,443,72,6.22%,10.81%,71.43%,94.59%
2020,Q4,Total,Total,Total,Murray River,Strata,201,270,339,284,s,-31.65%,17.39%,500.00%,800.00%
2020,Q4,Total,Total,Total,Murrumbidgee,Total,178,198,268,222,s,45.59%,108.42%,100.00%,500.00%
2020,Q4,Total,Total,Total,Murrumbidgee,Non Strata,178,198,268,222,s,45.59%,108.42%,100.00%,500.00%
2020,Q4,Total,Total,Total,Muswellbrook,Total,251,315,390,327,117,1.61%,1.61%,18.18%,60.27%
2020,Q4,Total,Total,Total,Muswellbrook,Non Strata,268,320,400,341,107,0.00%,3.23%,17.58%,48.61%
2020,Q4,Total,Total,Total,Muswellbrook,Strata,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Nambucca,Total,371,510,640,524,98,17.92%,13.33%,-16.95%,40.00%
2020,Q4,Total,Total,Total,Nambucca,Non Strata,386,512,649,531,92,13.67%,10.00%,-14.02%,46.03%
2020,Q4,Total,Total,Total,Nambucca,Strata,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Narrabri,Total,219,350,436,336,64,18.64%,6.06%,25.49%,204.76%
2020,Q4,Total,Total,Total,Narrabri,Non Strata,219,350,436,336,64,18.64%,4.48%,25.49%,220.00%
2020,Q4,Total,Total,Total,Narrandera,Total,156,185,255,204,37,2.78%,23.33%,27.59%,94.74%
2020,Q4,Total,Total,Total,Narrandera,Non Strata,156,185,255,204,37,2.78%,23.33%,27.59%,94.74%
2020,Q4,Total,Total,Total,Narromine,Total,190,270,330,272,37,3.85%,8.00%,27.59%,48.00%
2020,Q4,Total,Total,Total,Narromine,Non Strata,190,270,330,272,37,3.85%,8.00%,27.59%,48.00%
2020,Q4,Total,Total,Total,Newcastle,Total,535,665,830,730,986,5.56%,11.76%,13.86%,27.23%
2020,Q4,Total,Total,Total,Newcastle,Non Strata,590,705,855,773,703,8.46%,13.71%,11.59%,25.99%
2020,Q4,Total,Total,Total,Newcastle,Strata,441,535,700,624,283,1.42%,1.90%,19.92%,30.41%
2020,Q4,Total,Total,Total,North Sydney,Total,940,1250,1806,1594,464,8.23%,9.65%,32.95%,14.00%
2020,Q4,Total,Total,Total,North Sydney,Non Strata,2100,2950,4100,3437,69,3.96%,15.01%,30.19%,-15.85%
2020,Q4,Total,Total,Total,North Sydney,Strata,883,1160,1561,1273,395,7.87%,12.58%,33.45%,21.54%
2020,Q4,Total,Total,Total,Northern Beaches,Total,1050,1673,2229,1782,"1,350",4.53%,8.96%,13.35%,12.50%
2020,Q4,Total,Total,Total,Northern Beaches,Non Strata,1740,2084,2750,2337,732,8.25%,9.67%,12.44%,16.19%
2020,Q4,Total,Total,Total,Northern Beaches,Strata,790,970,1325,1124,618,1.52%,-1.52%,14.44%,8.42%
2020,Q4,Total,Total,Total,Oberon,Total,370,464,616,520,36,15.94%,37.20%,71.43%,44.00%
2020,Q4,Total,Total,Total,Oberon,Non Strata,395,480,620,543,33,20.00%,42.01%,57.14%,32.00%
2020,Q4,Total,Total,Total,Oberon,Strata,-,-,-,-,-,-,-,-,-
2020,Q4,Total,Total,Total,Orange,Total,416,496,634,524,298,4.42%,18.24%,7.19%,29.57%
2020,Q4,Total,Total,Total,Orange,Non Strata,440,509,650,544,275,4.73%,19.48%,5.77%,33.50%
2020,Q4,Total,Total,Total,Orange,Strata,255,262,325,285,s,-2.06%,-6.76%,27.78%,-4.17%
2020,Q4,Total,Total,Total,Parkes,Total,230,300,383,324,73,-1.64%,11.11%,23.73%,14.06%
2020,Q4,Total,Total,Total,Parkes,Non Strata,230,300,383,324,73,-1.64%,11.11%,23.73%,14.06%
