Year,Quarter,GMR (Greater Metropolitan Region),Greater Sydney,Rings,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s","Median Sales Price
$'000s","Third Quartile Sales Price
'000s","Mean Sales Price
$'000s","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2020,Q3,Total,Total,Total,Cumberland,Non Strata,800,870,"1,001",923,300,1.16%,8.61%,28.76%,0.33%
2020,Q3,Total,Total,Total,Cumberland,Strata,469,530,611,540,250,-0.93%,-5.36%,55.28%,-23.31%
2020,Q3,Total,Total,Total,Western Plains Regional,Total,285,350,430,372,244,-2.78%,6.22%,32.61%,20.79%
2020,Q3,Total,Total,Total,Western Plains Regional,Non Strata,290,353,434,375,237,-3.03%,6.82%,33.15%,19.70%
2020,Q3,Total,Total,Total,Western Plains Regional,Strata,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Dungog,Total,356,493,734,594,58,-20.24%,11.93%,61.11%,75.76%
2020,Q3,Total,Total,Total,Dungog,Non Strata,356,493,734,594,58,-20.24%,11.93%,61.11%,75.76%
2020,Q3,Total,Total,Total,Edward River,Total,160,202,278,238,54,-12.39%,-5.18%,28.57%,68.75%
2020,Q3,Total,Total,Total,Edward River,Non Strata,166,214,284,247,50,-7.17%,0.47%,19.05%,56.25%
2020,Q3,Total,Total,Total,Edward River,Strata,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Eurobodalla,Total,425,530,650,551,305,6.00%,11.58%,51.74%,27.62%
2020,Q3,Total,Total,Total,Eurobodalla,Non Strata,456,565,668,580,255,6.60%,15.31%,42.46%,25.62%
2020,Q3,Total,Total,Total,Eurobodalla,Strata,318,393,457,405,50,11.35%,10.56%,127.27%,38.89%
2020,Q3,Total,Total,Total,Fairfield,Total,620,755,880,753,386,4.43%,6.27%,29.53%,-2.03%
2020,Q3,Total,Total,Total,Fairfield,Non Strata,725,801,921,837,302,4.03%,6.80%,34.82%,3.07%
2020,Q3,Total,Total,Total,Fairfield,Strata,380,445,516,451,84,5.95%,-5.32%,13.51%,-16.83%
2020,Q3,Total,Total,Total,Federation,Total,244,292,355,301,77,4.29%,13.40%,28.33%,48.08%
2020,Q3,Total,Total,Total,Federation,Non Strata,259,297,360,312,67,4.58%,14.23%,19.64%,45.65%
2020,Q3,Total,Total,Total,Federation,Strata,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Forbes,Total,264,330,380,330,53,19.46%,32.00%,89.29%,43.24%
2020,Q3,Total,Total,Total,Forbes,Non Strata,264,330,380,330,53,19.46%,32.00%,89.29%,47.22%
2020,Q3,Total,Total,Total,Georges River,Total,675,880,1290,1026,431,-7.17%,-2.22%,27.89%,-17.43%
2020,Q3,Total,Total,Total,Georges River,Non Strata,1105,1306,1600,1393,205,0.93%,4.48%,22.02%,-10.87%
2020,Q3,Total,Total,Total,Georges River,Strata,600,680,765,693,226,-1.84%,-0.15%,33.73%,-22.60%
2020,Q3,Total,Total,Total,Gilgandra,Total,137,174,250,210,s,8.44%,35.55%,-22.22%,180.00%
2020,Q3,Total,Total,Total,Gilgandra,Non Strata,137,174,250,210,s,8.44%,35.55%,-22.22%,180.00%
2020,Q3,Total,Total,Total,Glen Innes Severn,Total,180,210,275,228,45,-9.19%,21.74%,73.08%,60.71%
2020,Q3,Total,Total,Total,Glen Innes Severn,Non Strata,180,210,275,228,45,-9.19%,21.74%,73.08%,60.71%
2020,Q3,Total,Total,Total,Goulburn Mulwaree,Total,378,450,600,504,159,-3.74%,0.00%,22.31%,31.40%
2020,Q3,Total,Total,Total,Goulburn Mulwaree,Non Strata,400,477,618,527,142,1.22%,3.98%,12.70%,33.96%
2020,Q3,Total,Total,Total,Goulburn Mulwaree,Strata,270,300,345,316,s,-9.50%,-11.50%,325.00%,13.33%
2020,Q3,Total,Total,Total,Greater Hume Shire,Total,170,210,280,241,46,-21.64%,-5.62%,31.43%,21.05%
2020,Q3,Total,Total,Total,Greater Hume Shire,Non Strata,170,210,280,241,46,-21.64%,-5.62%,31.43%,21.05%
2020,Q3,Total,Total,Total,Griffith,Total,317,375,430,389,88,-0.44%,10.29%,25.71%,6.02%
2020,Q3,Total,Total,Total,Griffith,Non Strata,319,383,430,381,82,-2.09%,11.35%,20.59%,2.50%
2020,Q3,Total,Total,Total,Griffith,Strata,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Gunnedah,Total,249,310,380,325,60,-1.90%,-3.12%,81.82%,11.11%
2020,Q3,Total,Total,Total,Gunnedah,Non Strata,248,310,380,327,57,-1.90%,-3.12%,72.73%,5.56%
2020,Q3,Total,Total,Total,Gunnedah,Strata,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Gwydir,Total,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Gwydir,Non Strata,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Hawkesbury,Total,613,748,1160,904,284,4.84%,12.41%,39.22%,16.87%
2020,Q3,Total,Total,Total,Hawkesbury,Non Strata,661,818,1225,979,242,11.22%,13.94%,28.04%,16.35%
2020,Q3,Total,Total,Total,Hawkesbury,Strata,430,493,535,476,42,1.55%,11.93%,180.00%,20.00%
2020,Q3,Total,Total,Total,Hay,Total,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Hay,Non Strata,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Hilltops,Total,228,316,380,319,110,4.30%,23.73%,30.95%,155.81%
2020,Q3,Total,Total,Total,Hilltops,Non Strata,228,316,380,319,110,4.30%,21.35%,30.95%,168.29%
2020,Q3,Total,Total,Total,Hornsby,Total,810,1165,1400,1151,492,-0.85%,13.94%,29.47%,-12.77%
2020,Q3,Total,Total,Total,Hornsby,Non Strata,1175,1329,1559,1376,314,0.64%,8.32%,19.39%,9.79%
2020,Q3,Total,Total,Total,Hornsby,Strata,640,697,855,754,178,5.61%,1.01%,52.14%,-35.97%
2020,Q3,Total,Total,Total,Hunters Hill,Total,1400,2253,3600,2857,64,12.34%,18.55%,88.24%,45.45%
2020,Q3,Total,Total,Total,Hunters Hill,Non Strata,2255,3100,4650,3810,41,27.84%,12.73%,95.24%,51.85%
2020,Q3,Total,Total,Total,Hunters Hill,Strata,705,1125,1500,1158,s,15.38%,-12.79%,76.92%,35.29%
2020,Q3,Total,Total,Total,Inner West,Total,782,1270,1630,1301,803,-2.31%,6.72%,46.80%,17.91%
2020,Q3,Total,Total,Total,Inner West,Non Strata,1360,1550,1950,1691,453,-0.96%,3.23%,38.53%,31.69%
2020,Q3,Total,Total,Total,Inner West,Strata,660,742,882,796,350,-4.20%,-1.13%,59.09%,3.86%
2020,Q3,Total,Total,Total,Inverell,Total,193,245,345,288,83,2.08%,-20.65%,31.75%,176.67%
2020,Q3,Total,Total,Total,Inverell,Non Strata,193,245,345,288,83,2.08%,-20.65%,31.75%,176.67%
2020,Q3,Total,Total,Total,Junee,Total,186,235,273,245,s,-28.24%,-10.31%,18.75%,5.56%
2020,Q3,Total,Total,Total,Junee,Non Strata,186,235,273,245,s,-28.24%,-10.31%,18.75%,5.56%
2020,Q3,Total,Total,Total,Kempsey,Total,291,395,505,406,155,14.49%,15.33%,66.67%,10.71%
2020,Q3,Total,Total,Total,Kempsey,Non Strata,300,400,514,412,139,12.68%,3.63%,71.60%,27.52%
2020,Q3,Total,Total,Total,Kempsey,Strata,243,303,440,355,s,-6.69%,13.15%,33.33%,-48.39%
2020,Q3,Total,Total,Total,Kiama,Total,776,956,1203,1074,128,7.14%,18.35%,52.38%,19.63%
2020,Q3,Total,Total,Total,Kiama,Non Strata,846,1008,1223,1124,102,-0.25%,18.53%,64.52%,14.61%
2020,Q3,Total,Total,Total,Kiama,Strata,613,668,961,878,s,-0.96%,-5.45%,18.18%,44.44%
2020,Q3,Total,Total,Total,Ku-Ring-Gai,Total,1390,1945,2571,2015,497,8.06%,17.88%,41.60%,3.11%
2020,Q3,Total,Total,Total,Ku-Ring-Gai,Non Strata,1903,2370,2868,2467,338,5.80%,16.46%,42.62%,17.36%
2020,Q3,Total,Total,Total,Ku-Ring-Gai,Strata,783,922,1320,1053,159,1.21%,2.44%,39.47%,-18.04%
2020,Q3,Total,Total,Total,Kyogle,Total,260,332,465,358,44,-7.06%,-3.70%,22.22%,12.82%
2020,Q3,Total,Total,Total,Kyogle,Non Strata,260,332,465,358,44,-7.06%,-3.70%,22.22%,12.82%
2020,Q3,Total,Total,Total,Lachlan,Total,111,198,335,219,s,45.22%,61.22%,42.86%,25.00%
2020,Q3,Total,Total,Total,Lachlan,Non Strata,111,198,335,219,s,45.22%,61.22%,42.86%,25.00%
2020,Q3,Total,Total,Total,Lake Macquarie,Total,500,610,749,642,954,1.67%,8.44%,46.77%,26.53%
2020,Q3,Total,Total,Total,Lake Macquarie,Non Strata,525,625,770,663,839,1.63%,7.76%,48.50%,29.68%
2020,Q3,Total,Total,Total,Lake Macquarie,Strata,390,455,556,493,115,-4.21%,0.00%,35.29%,7.48%
2020,Q3,Total,Total,Total,Lane Cove,Total,681,836,2012,1345,162,-17.48%,-12.15%,35.00%,-21.36%
2020,Q3,Total,Total,Total,Lane Cove,Non Strata,2190,2590,3308,2718,47,8.48%,-0.38%,-6.00%,0.00%
2020,Q3,Total,Total,Total,Lane Cove,Strata,670,745,844,783,115,-5.10%,-6.87%,64.29%,-27.67%
2020,Q3,Total,Total,Total,Leeton,Total,200,242,330,270,57,-11.61%,11.52%,42.50%,35.71%
2020,Q3,Total,Total,Total,Leeton,Non Strata,204,253,338,277,52,-8.84%,2.02%,36.84%,44.44%
2020,Q3,Total,Total,Total,Leeton,Strata,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Lismore,Total,350,430,555,463,210,-0.12%,7.64%,70.73%,37.25%
2020,Q3,Total,Total,Total,Lismore,Non Strata,360,450,571,480,188,-0.94%,5.88%,70.91%,43.51%
2020,Q3,Total,Total,Total,Lismore,Strata,268,320,384,322,s,10.17%,8.03%,69.23%,0.00%
2020,Q3,Total,Total,Total,Lithgow,Total,285,365,495,416,109,7.35%,8.96%,57.97%,60.29%
2020,Q3,Total,Total,Total,Lithgow,Non Strata,285,365,495,416,109,7.35%,8.96%,57.97%,60.29%
2020,Q3,Total,Total,Total,Liverpool,Total,561,700,840,713,618,0.00%,3.70%,51.47%,12.16%
2020,Q3,Total,Total,Total,Liverpool,Non Strata,672,769,891,794,452,-0.16%,1.15%,51.68%,24.18%
2020,Q3,Total,Total,Total,Liverpool,Strata,405,500,575,491,166,-1.48%,0.00%,50.91%,-11.23%
2020,Q3,Total,Total,Total,Liverpool Plains,Total,150,210,284,214,43,-1.18%,0.00%,138.89%,86.96%
2020,Q3,Total,Total,Total,Liverpool Plains,Non Strata,150,210,284,214,43,-1.18%,0.00%,138.89%,86.96%
2020,Q3,Total,Total,Total,Lockhart,Total,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Lockhart,Non Strata,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Maitland,Total,416,495,600,523,442,3.88%,6.45%,60.14%,22.10%
2020,Q3,Total,Total,Total,Maitland,Non Strata,439,511,616,535,408,3.15%,6.46%,60.63%,25.93%
2020,Q3,Total,Total,Total,Maitland,Strata,338,361,398,375,34,11.59%,6.18%,54.55%,-10.53%
2020,Q3,Total,Total,Total,Mid-Coast,Total,365,470,595,494,671,4.44%,6.82%,69.87%,33.40%
2020,Q3,Total,Total,Total,Mid-Coast,Non Strata,381,489,620,514,547,4.60%,6.30%,60.88%,35.06%
2020,Q3,Total,Total,Total,Mid-Coast,Strata,320,400,481,407,124,17.50%,11.44%,125.45%,26.53%
2020,Q3,Total,Total,Total,Mid-Western Regional,Total,325,430,510,432,177,-2.16%,7.50%,36.15%,39.37%
2020,Q3,Total,Total,Total,Mid-Western Regional,Non Strata,348,430,515,437,171,-2.27%,4.45%,51.33%,40.16%
2020,Q3,Total,Total,Total,Mid-Western Regional,Strata,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Moree Plains,Total,87,150,270,188,43,3.09%,0.00%,115.00%,26.47%
2020,Q3,Total,Total,Total,Moree Plains,Non Strata,87,153,282,190,42,4.81%,1.70%,110.00%,23.50%
2020,Q3,Total,Total,Total,Moree Plains,Strata,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Mosman,Total,894,1463,2690,2346,158,-4.41%,14.71%,35.04%,26.40%
2020,Q3,Total,Total,Total,Mosman,Non Strata,3360,4340,5353,4854,48,8.77%,30.67%,0.00%,20.00%
2020,Q3,Total,Total,Total,Mosman,Strata,830,1023,1580,1252,110,7.63%,7.63%,59.42%,29.41%
2020,Q3,Total,Total,Total,Murray River,Total,236,395,461,374,45,-3.66%,10.49%,9.76%,-19.64%
2020,Q3,Total,Total,Total,Murray River,Non Strata,244,386,472,376,42,-12.67%,-2.28%,13.51%,-14.29%
2020,Q3,Total,Total,Total,Murray River,Strata,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Murrumbidgee,Total,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Murrumbidgee,Non Strata,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Muswellbrook,Total,250,310,355,311,98,3.33%,3.33%,46.27%,63.33%
2020,Q3,Total,Total,Total,Muswellbrook,Non Strata,261,320,360,320,91,3.23%,5.79%,46.77%,56.90%
2020,Q3,Total,Total,Total,Muswellbrook,Strata,-,-,-,-,-,-,-,-,-
2020,Q3,Total,Total,Total,Nambucca,Total,355,430,591,466,116,8.86%,2.38%,93.33%,48.72%
2020,Q3,Total,Total,Total,Nambucca,Non Strata,385,446,614,483,105,7.47%,0.22%,90.91%,52.17%
2020,Q3,Total,Total,Total,Nambucca,Strata,248,290,341,296,s,18.37%,7.41%,120.00%,22.22%
2020,Q3,Total,Total,Total,Narrabri,Total,174,298,385,294,50,22.68%,-4.19%,38.89%,47.06%
2020,Q3,Total,Total,Total,Narrabri,Non Strata,174,298,385,294,50,22.68%,-4.19%,38.89%,47.06%
2020,Q3,Total,Total,Total,Narrandera,Total,141,175,231,197,s,29.39%,-6.42%,40.00%,12.00%
2020,Q3,Total,Total,Total,Narrandera,Non Strata,141,175,231,197,s,29.39%,-6.42%,40.00%,12.00%
2020,Q3,Total,Total,Total,Narromine,Total,180,260,350,271,s,16.07%,12.39%,52.63%,314.29%
2020,Q3,Total,Total,Total,Narromine,Non Strata,180,260,350,271,s,16.07%,12.39%,52.63%,314.29%
2020,Q3,Total,Total,Total,Newcastle,Total,501,630,795,685,852,3.28%,9.57%,57.78%,19.50%
2020,Q3,Total,Total,Total,Newcastle,Non Strata,530,650,810,709,624,2.28%,9.16%,48.93%,23.81%
2020,Q3,Total,Total,Total,Newcastle,Strata,440,528,730,618,228,4.46%,6.57%,88.43%,9.09%
2020,Q3,Total,Total,Total,North Sydney,Total,883,1150,1770,1489,345,-4.17%,-1.71%,18.97%,-13.97%
2020,Q3,Total,Total,Total,North Sydney,Non Strata,2238,2838,3480,3268,51,16.77%,13.95%,0.00%,-10.53%
2020,Q3,Total,Total,Total,North Sydney,Strata,815,1075,1449,1180,294,-2.27%,6.44%,23.01%,-14.53%
2020,Q3,Total,Total,Total,Northern Beaches,Total,1005,1590,2050,1688,1165,2.91%,13.53%,34.37%,21.10%
2020,Q3,Total,Total,Total,Northern Beaches,Non Strata,1650,1915,2559,2192,635,2.13%,9.96%,29.86%,25.00%
2020,Q3,Total,Total,Total,Northern Beaches,Strata,805,950,1287,1084,530,2.98%,5.26%,40.21%,16.74%
2020,Q3,Total,Total,Total,Oberon,Total,351,398,425,407,s,-6.47%,-3.05%,20.00%,-28.00%
2020,Q3,Total,Total,Total,Oberon,Non Strata,351,398,425,407,s,-6.47%,-3.05%,20.00%,-28.00%
2020,Q3,Total,Total,Total,Orange,Total,390,475,609,502,277,10.47%,15.15%,69.94%,35.78%
2020,Q3,Total,Total,Total,Orange,Non Strata,404,485,627,519,259,11.49%,15.75%,71.52%,44.69%
2020,Q3,Total,Total,Total,Orange,Strata,241,268,286,268,s,9.18%,-2.37%,50.00%,-28.00%
2020,Q3,Total,Total,Total,Parkes,Total,246,308,400,318,58,11.82%,36.67%,61.11%,-4.92%
2020,Q3,Total,Total,Total,Parkes,Non Strata,246,308,400,318,58,11.82%,36.67%,61.11%,-4.92%
2020,Q3,Total,Total,Total,Parramatta,Total,620,785,1118,887,930,-2.80%,4.65%,58.70%,-0.96%
2020,Q3,Total,Total,Total,Parramatta,Non Strata,1063,1250,1483,1283,340,3.73%,10.62%,39.92%,6.25%
2020,Q3,Total,Total,Total,Parramatta,Strata,556,650,765,660,590,1.56%,-1.07%,72.01%,-4.68%
2020,Q3,Total,Total,Total,Penrith,Total,555,655,750,685,822,0.77%,11.02%,47.05%,10.93%
