Year,Quarter,GMR (Greater Metropolitan Region),Greater Sydney,Rings,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s","Median Sales Price
$'000s","Third Quartile Sales Price
'000s","Mean Sales Price
$'000s","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2018,Q4,Total,Total,Total,Cessnock,Strata,265,297,318,293,s,5.89%,5.14%,-22.22%,-28.21%
2018,Q4,Total,Total,Total,Clarence Valley,Total,290,369,465,387,253,-10.00%,-0.27%,5.86%,-14.53%
2018,Q4,Total,Total,Total,Clarence Valley,Non Strata,291,373,470,393,222,-9.15%,-0.80%,1.37%,-14.62%
2018,Q4,Total,Total,Total,Clarence Valley,Strata,285,339,405,339,31,-16.30%,-3.69%,55.00%,-13.89%
2018,Q4,Total,Total,Total,Cobar,Total,154,194,250,199,s,27.05%,22.63%,-33.33%,-42.86%
2018,Q4,Total,Total,Total,Cobar,Non Strata,154,194,250,199,s,27.05%,22.63%,-33.33%,-42.86%
2018,Q4,Total,Total,Total,Coffs Harbour,Total,405,499,630,517,315,1.01%,3.96%,-0.63%,-22.98%
2018,Q4,Total,Total,Total,Coffs Harbour,Non Strata,455,550,660,567,225,3.77%,3.77%,0.45%,-21.33%
2018,Q4,Total,Total,Total,Coffs Harbour,Strata,300,367,459,394,90,1.38%,4.71%,-3.23%,-26.83%
2018,Q4,Total,Total,Total,Coolamon,Total,187,248,317,273,s,15.89%,37.78%,283.33%,-14.81%
2018,Q4,Total,Total,Total,Coolamon,Non Strata,187,248,317,273,s,15.89%,37.78%,283.33%,-14.81%
2018,Q4,Total,Total,Total,Coonamble,Total,-,-,-,-,-,-,-,-,-
2018,Q4,Total,Total,Total,Coonamble,Non Strata,-,-,-,-,-,-,-,-,-
2018,Q4,Total,Total,Total,Gundagai,Total,184,225,311,253,47,-9.64%,0.00%,-4.08%,-6.00%
2018,Q4,Total,Total,Total,Gundagai,Non Strata,184,225,311,253,47,-9.64%,0.00%,-4.08%,-6.00%
2018,Q4,Total,Total,Total,Cowra,Total,228,288,382,301,52,10.58%,10.58%,6.12%,-13.33%
2018,Q4,Total,Total,Total,Cowra,Non Strata,214,285,375,297,47,9.62%,9.62%,-4.08%,-21.67%
2018,Q4,Total,Total,Total,Cowra,Strata,-,-,-,-,-,-,-,-,-
2018,Q4,Total,Total,Total,Cumberland,Total,555,690,807,696,412,1.47%,-4.17%,-14.70%,-43.48%
2018,Q4,Total,Total,Total,Cumberland,Non Strata,725,800,900,821,222,-5.33%,-12.09%,-5.13%,-35.47%
2018,Q4,Total,Total,Total,Cumberland,Strata,481,550,600,549,190,-3.34%,-7.56%,-23.69%,-50.65%
2018,Q4,Total,Total,Total,Western Plains Regional,Total,270,345,425,353,213,1.02%,0.88%,-0.47%,-18.70%
2018,Q4,Total,Total,Total,Western Plains Regional,Non Strata,270,349,430,355,208,1.45%,0.58%,-1.89%,-17.79%
2018,Q4,Total,Total,Total,Western Plains Regional,Strata,-,-,-,-,-,-,-,-,-
2018,Q4,Total,Total,Total,Dungog,Total,315,415,590,460,33,-7.78%,-22.43%,13.79%,-36.54%
2018,Q4,Total,Total,Total,Dungog,Non Strata,315,415,590,460,33,-7.78%,-22.43%,13.79%,-36.54%
2018,Q4,Total,Total,Total,Edward River,Total,131,188,286,206,42,-18.83%,-14.38%,16.67%,23.53%
2018,Q4,Total,Total,Total,Edward River,Non Strata,135,190,286,209,41,-17.75%,-13.24%,13.89%,20.59%
2018,Q4,Total,Total,Total,Edward River,Strata,-,-,-,-,-,-,-,-,-
2018,Q4,Total,Total,Total,Eurobodalla,Total,384,479,600,507,228,0.84%,8.19%,-7.32%,-28.30%
2018,Q4,Total,Total,Total,Eurobodalla,Non Strata,427,516,650,554,176,3.31%,8.53%,-13.73%,-28.74%
2018,Q4,Total,Total,Total,Eurobodalla,Strata,273,347,430,349,52,9.37%,-0.64%,23.81%,-26.76%
2018,Q4,Total,Total,Total,Fairfield,Total,588,700,796,695,271,-1.06%,-9.09%,-20.29%,-37.12%
2018,Q4,Total,Total,Total,Fairfield,Non Strata,665,730,828,754,217,-5.19%,-9.32%,-12.15%,-36.36%
2018,Q4,Total,Total,Total,Fairfield,Strata,410,458,513,458,54,4.09%,0.11%,-41.94%,-40.00%
2018,Q4,Total,Total,Total,Federation,Total,208,258,325,263,67,4.04%,-2.09%,17.54%,-14.10%
2018,Q4,Total,Total,Total,Federation,Non Strata,219,267,329,270,56,-1.57%,-0.37%,21.74%,-15.15%
2018,Q4,Total,Total,Total,Federation,Strata,171,210,260,228,s,0,0.012,0,-0.0833
2018,Q4,Total,Total,Total,Forbes,Total,185,270,358,281,49,-8.47%,-2.35%,133.33%,28.95%
2018,Q4,Total,Total,Total,Forbes,Non Strata,185,270,358,281,49,-8.47%,-2.35%,133.33%,28.95%
2018,Q4,Total,Total,Total,Georges River,Total,718,943,1268,1045,346,2.45%,-0.37%,-17.81%,-27.00%
2018,Q4,Total,Total,Total,Georges River,Non Strata,1000,1200,1550,1313,191,-7.69%,-15.79%,-9.48%,-15.49%
2018,Q4,Total,Total,Total,Georges River,Strata,600,690,820,714,155,0.00%,-1.43%,-26.19%,-37.50%
2018,Q4,Total,Total,Total,Gilgandra,Total,101,170,240,190,s,0.3439,0.0625,0.1,-0.3529
2018,Q4,Total,Total,Total,Gilgandra,Non Strata,101,170,240,190,s,0.3439,0.0625,0.1,-0.3529
2018,Q4,Total,Total,Total,Glen Innes Severn,Total,160,210,278,233,s,0.00%,6.06%,-29.27%,-6.45%
2018,Q4,Total,Total,Total,Glen Innes Severn,Non Strata,160,210,278,233,s,0.00%,6.06%,-29.27%,-6.45%
2018,Q4,Total,Total,Total,Goulburn Mulwaree,Total,347,408,526,448,112,-5.23%,0.62%,-8.20%,-33.73%
2018,Q4,Total,Total,Total,Goulburn Mulwaree,Non Strata,349,410,527,450,111,-8.69%,-2.38%,4.72%,-22.92%
2018,Q4,Total,Total,Total,Goulburn Mulwaree,Strata,-,-,-,-,-,-,-,-,-
2018,Q4,Total,Total,Total,Greater Hume Shire,Total,169,240,325,256,46,18.52%,-11.11%,27.78%,24.32%
2018,Q4,Total,Total,Total,Greater Hume Shire,Non Strata,169,240,325,256,46,18.52%,-11.11%,27.78%,24.32%
2018,Q4,Total,Total,Total,Griffith,Total,281,345,424,353,106,4.23%,4.15%,16.48%,-13.11%
2018,Q4,Total,Total,Total,Griffith,Non Strata,289,350,425,357,101,6.06%,4.48%,34.67%,-12.93%
2018,Q4,Total,Total,Total,Griffith,Strata,-,-,-,-,-,-,-,-,-
2018,Q4,Total,Total,Total,Gunnedah,Total,231,315,411,324,47,-13.10%,0.80%,-6.00%,-26.56%
2018,Q4,Total,Total,Total,Gunnedah,Non Strata,231,315,411,324,47,-3.23%,0.00%,2.17%,-22.95%
2018,Q4,Total,Total,Total,Gwydir,Total,135,169,239,191,s,-19.52%,-13.33%,-14.29%,0.00%
2018,Q4,Total,Total,Total,Gwydir,Non Strata,135,169,239,191,s,-19.52%,-13.33%,-14.29%,0.00%
2018,Q4,Total,Total,Total,Hawkesbury,Total,605,706,1015,848,154,0.18%,-10.60%,-19.37%,-27.01%
2018,Q4,Total,Total,Total,Hawkesbury,Non Strata,640,770,1050,907,133,1.32%,-8.06%,-17.39%,-26.92%
2018,Q4,Total,Total,Total,Hawkesbury,Strata,430,495,523,472,s,-2.17%,-3.88%,-30.00%,-27.59%
2018,Q4,Total,Total,Total,Hay,Total,110,120,166,136,s,-11.11%,-29.41%,7.69%,75.00%
2018,Q4,Total,Total,Total,Hay,Non Strata,110,120,166,136,s,-11.11%,-29.41%,7.69%,75.00%
2018,Q4,Total,Total,Total,Hilltops,Total,204,270,348,285,79,16.63%,0.93%,1.28%,-5.95%
2018,Q4,Total,Total,Total,Hilltops,Non Strata,204,270,348,285,79,14.89%,0.00%,6.76%,-3.66%
2018,Q4,Total,Total,Total,Hornsby,Total,810,1050,1300,1070,365,1.16%,-12.50%,-4.70%,-30.21%
2018,Q4,Total,Total,Total,Hornsby,Non Strata,1000,1180,1385,1212,261,-5.60%,-14.49%,9.21%,-22.09%
2018,Q4,Total,Total,Total,Hornsby,Strata,620,663,820,713,104,-1.23%,-2.57%,-27.78%,-44.68%
2018,Q4,Total,Total,Total,Hunters Hill,Total,994,1596,2500,1839,42,-8.80%,-10.34%,2.44%,-16.00%
2018,Q4,Total,Total,Total,Hunters Hill,Non Strata,2190,2670,3147,2780,s,6.80%,-2.93%,-9.52%,-20.83%
2018,Q4,Total,Total,Total,Hunters Hill,Strata,670,1200,1350,1063,s,2.13%,38.81%,15.00%,-11.54%
2018,Q4,Total,Total,Total,Inner West,Total,780,1118,1443,1164,584,-4.08%,-12.70%,-10.29%,-23.86%
2018,Q4,Total,Total,Total,Inner West,Non Strata,1200,1380,1685,1458,331,-5.74%,-10.10%,1.22%,-24.08%
2018,Q4,Total,Total,Total,Inner West,Strata,630,738,870,780,253,-3.53%,-7.17%,-21.91%,-23.56%
2018,Q4,Total,Total,Total,Inverell,Total,180,261,335,272,56,2.05%,-1.42%,1.82%,-25.33%
2018,Q4,Total,Total,Total,Inverell,Non Strata,180,261,335,272,56,2.05%,-1.42%,1.82%,-25.33%
2018,Q4,Total,Total,Total,Junee,Total,210,247,297,262,s,-3.14%,8.57%,-13.33%,-27.78%
2018,Q4,Total,Total,Total,Junee,Non Strata,210,247,297,262,s,-3.14%,8.57%,-13.33%,-27.78%
2018,Q4,Total,Total,Total,Kempsey,Total,283,340,455,369,121,-12.26%,3.34%,-8.33%,-26.22%
2018,Q4,Total,Total,Total,Kempsey,Non Strata,286,348,455,374,110,-11.35%,1.46%,-7.56%,-23.61%
2018,Q4,Total,Total,Total,Kempsey,Strata,237,270,338,318,s,-18.18%,-6.41%,-15.38%,-45.00%
2018,Q4,Total,Total,Total,Kiama,Total,758,828,996,914,90,1.85%,-10.78%,7.14%,-18.18%
2018,Q4,Total,Total,Total,Kiama,Non Strata,789,845,1055,944,72,-6.11%,-13.91%,14.29%,-16.28%
2018,Q4,Total,Total,Total,Kiama,Strata,543,665,855,797,s,3.02%,6.40%,-14.29%,-25.00%
2018,Q4,Total,Total,Total,Ku-Ring-Gai,Total,1144,1660,2225,1764,401,-3.75%,-4.03%,8.09%,-18.99%
2018,Q4,Total,Total,Total,Ku-Ring-Gai,Non Strata,1684,2050,2526,2184,260,-3.42%,-3.30%,13.04%,-15.86%
2018,Q4,Total,Total,Total,Ku-Ring-Gai,Strata,781,910,1160,990,141,-4.21%,-1.36%,0.00%,-24.19%
2018,Q4,Total,Total,Total,Kyogle,Total,301,350,445,389,40,6.06%,16.67%,-18.37%,-14.89%
2018,Q4,Total,Total,Total,Kyogle,Non Strata,301,350,445,389,40,6.06%,16.67%,-18.37%,-14.89%
2018,Q4,Total,Total,Total,Lachlan,Total,130,188,242,194,s,19.62%,6.53%,21.43%,-10.53%
2018,Q4,Total,Total,Total,Lachlan,Non Strata,130,188,242,194,s,19.62%,6.53%,21.43%,-10.53%
2018,Q4,Total,Total,Total,Lake Macquarie,Total,485,580,694,603,723,5.45%,1.75%,-9.28%,-25.92%
2018,Q4,Total,Total,Total,Lake Macquarie,Non Strata,500,590,709,618,638,2.52%,-0.84%,-9.12%,-24.85%
2018,Q4,Total,Total,Total,Lake Macquarie,Strata,407,455,570,492,85,2.48%,3.17%,-10.53%,-33.07%
2018,Q4,Total,Total,Total,Lane Cove,Total,690,867,1859,1364,162,-6.77%,-23.78%,-2.99%,-34.68%
2018,Q4,Total,Total,Total,Lane Cove,Non Strata,2020,2650,3106,2585,50,20.45%,-4.68%,-13.79%,-48.98%
2018,Q4,Total,Total,Total,Lane Cove,Strata,654,745,876,820,112,-1.32%,-7.17%,2.75%,-25.33%
2018,Q4,Total,Total,Total,Leeton,Total,170,219,325,251,60,-23.16%,-0.45%,76.47%,9.09%
2018,Q4,Total,Total,Total,Leeton,Non Strata,170,223,341,255,54,-23.10%,-5.11%,63.64%,1.89%
2018,Q4,Total,Total,Total,Leeton,Strata,-,-,-,-,-,-,-,-,-
2018,Q4,Total,Total,Total,Lismore,Total,345,410,515,436,182,-3.30%,8.18%,-7.14%,-23.85%
2018,Q4,Total,Total,Total,Lismore,Non Strata,350,415,529,449,159,-3.49%,2.09%,-10.67%,-23.92%
2018,Q4,Total,Total,Total,Lismore,Strata,281,321,404,343,s,25.15%,15.68%,27.78%,-23.33%
2018,Q4,Total,Total,Total,Lithgow,Total,289,338,452,402,80,-0.74%,2.27%,-12.09%,-19.19%
2018,Q4,Total,Total,Total,Lithgow,Non Strata,286,329,430,370,75,-3.24%,-0.75%,-13.79%,-23.47%
2018,Q4,Total,Total,Total,Lithgow,Strata,-,-,-,-,-,-,-,-,-
2018,Q4,Total,Total,Total,Liverpool,Total,580,700,815,713,376,0.00%,-2.78%,-7.62%,-38.36%
2018,Q4,Total,Total,Total,Liverpool,Non Strata,672,750,850,793,281,-2.60%,-8.54%,-3.77%,-29.75%
2018,Q4,Total,Total,Total,Liverpool,Strata,400,485,560,477,95,-5.83%,-6.73%,-17.39%,-54.76%
2018,Q4,Total,Total,Total,Liverpool Plains,Total,170,235,325,268,s,22.08%,5.62%,-43.33%,-43.33%
2018,Q4,Total,Total,Total,Liverpool Plains,Non Strata,170,235,325,268,s,22.08%,5.62%,-43.33%,-43.33%
2018,Q4,Total,Total,Total,Lockhart,Total,-,-,-,-,-,-,-,-,-
2018,Q4,Total,Total,Total,Lockhart,Non Strata,-,-,-,-,-,-,-,-,-
2018,Q4,Total,Total,Total,Maitland,Total,400,462,564,496,354,-2.02%,2.78%,-11.06%,-23.21%
2018,Q4,Total,Total,Total,Maitland,Non Strata,420,480,575,511,319,0.10%,4.12%,-13.32%,-22.57%
2018,Q4,Total,Total,Total,Maitland,Strata,311,345,384,356,35,-7.38%,-1.43%,16.67%,-28.57%
2018,Q4,Total,Total,Total,Mid-Coast,Total,310,410,523,429,448,-2.03%,-3.53%,-9.31%,-30.43%
2018,Q4,Total,Total,Total,Mid-Coast,Non Strata,315,420,545,445,357,-4.55%,-5.94%,-13.14%,-30.00%
2018,Q4,Total,Total,Total,Mid-Coast,Strata,290,350,448,367,91,-1.41%,1.30%,9.64%,-32.09%
2018,Q4,Total,Total,Total,Mid-Western Regional,Total,290,370,470,390,145,-5.13%,-0.54%,16.00%,-6.45%
2018,Q4,Total,Total,Total,Mid-Western Regional,Non Strata,300,375,478,397,137,-5.06%,-2.60%,16.10%,-8.05%
2018,Q4,Total,Total,Total,Mid-Western Regional,Strata,-,-,-,-,-,-,-,-,-
2018,Q4,Total,Total,Total,Moree Plains,Total,162,300,366,263,33,66.67%,33.93%,10.00%,-23.26%
2018,Q4,Total,Total,Total,Moree Plains,Non Strata,162,300,366,263,33,66.67%,33.93%,10.00%,-23.26%
2018,Q4,Total,Total,Total,Mosman,Total,848,1465,2825,2329,132,-27.74%,-12.54%,34.69%,-21.43%
2018,Q4,Total,Total,Total,Mosman,Non Strata,2800,3700,6000,4565,45,-9.76%,-8.64%,-2.17%,-25.00%
2018,Q4,Total,Total,Total,Mosman,Strata,751,915,1433,1172,87,-11.59%,-18.49%,67.31%,-19.44%
2018,Q4,Total,Total,Total,Murray River,Total,179,284,404,305,62,-17.56%,-14.97%,6.90%,0.00%
2018,Q4,Total,Total,Total,Murray River,Non Strata,203,320,423,329,51,-7.11%,-9.99%,-5.56%,-8.93%
2018,Q4,Total,Total,Total,Murray River,Strata,175,178,224,196,s,-44.63%,-39.56%,175.00%,83.33%
2018,Q4,Total,Total,Total,Murrumbidgee,Total,-,-,-,-,-,-,-,-,-
2018,Q4,Total,Total,Total,Murrumbidgee,Non Strata,-,-,-,-,-,-,-,-,-
2018,Q4,Total,Total,Total,Muswellbrook,Total,260,302,359,308,63,-0.17%,-2.58%,-17.11%,-22.22%
2018,Q4,Total,Total,Total,Muswellbrook,Non Strata,260,310,363,312,60,0.81%,0.00%,-16.67%,-20.00%
2018,Q4,Total,Total,Total,Muswellbrook,Strata,-,-,-,-,-,-,-,-,-
2018,Q4,Total,Total,Total,Nambucca,Total,338,388,474,405,96,-5.49%,4.73%,24.68%,10.34%
2018,Q4,Total,Total,Total,Nambucca,Non Strata,344,400,475,411,89,-4.88%,2.04%,23.61%,17.11%
2018,Q4,Total,Total,Total,Nambucca,Strata,-,-,-,-,-,-,-,-,-
2018,Q4,Total,Total,Total,Narrabri,Total,131,253,394,259,38,-11.40%,-11.40%,-7.32%,2.70%
2018,Q4,Total,Total,Total,Narrabri,Non Strata,131,253,394,259,38,-4.72%,-11.40%,5.56%,2.70%
2018,Q4,Total,Total,Total,Narrandera,Total,143,195,276,212,32,-7.69%,27.87%,-11.11%,28.00%
2018,Q4,Total,Total,Total,Narrandera,Non Strata,143,195,276,212,32,-7.69%,27.87%,-11.11%,28.00%
2018,Q4,Total,Total,Total,Narromine,Total,213,243,340,286,s,11.49%,19.75%,60.00%,-25.00%
2018,Q4,Total,Total,Total,Narromine,Non Strata,213,243,340,286,s,11.49%,19.75%,60.00%,-25.00%
2018,Q4,Total,Total,Total,Newcastle,Total,490,590,720,638,695,-2.48%,0.00%,-3.20%,-18.90%
2018,Q4,Total,Total,Total,Newcastle,Non Strata,525,620,760,679,516,-1.59%,-0.80%,-0.96%,-13.57%
2018,Q4,Total,Total,Total,Newcastle,Strata,425,485,615,518,179,-10.19%,-4.43%,-9.14%,-31.15%
2018,Q4,Total,Total,Total,North Sydney,Total,851,1198,1779,1474,330,-1.64%,-0.42%,3.13%,-14.06%
2018,Q4,Total,Total,Total,North Sydney,Non Strata,1764,2278,3188,2574,54,-11.55%,-13.89%,8.00%,0.00%
2018,Q4,Total,Total,Total,North Sydney,Strata,804,1070,1513,1259,276,-3.82%,-5.52%,2.22%,-16.36%
2018,Q4,Total,Total,Total,Northern Beaches,Total,900,1350,1765,1436,893,-1.46%,-11.23%,-1.11%,-23.02%
2018,Q4,Total,Total,Total,Northern Beaches,Non Strata,1400,1660,2115,1837,483,-5.14%,-6.74%,6.15%,-22.47%
2018,Q4,Total,Total,Total,Northern Beaches,Strata,725,873,1119,964,410,-0.46%,-6.93%,-8.48%,-23.65%
2018,Q4,Total,Total,Total,Oberon,Total,285,408,446,386,s,1.49%,-14.03%,11.11%,-23.08%
2018,Q4,Total,Total,Total,Oberon,Non Strata,285,408,446,386,s,1.49%,-14.03%,11.11%,-23.08%
2018,Q4,Total,Total,Total,Orange,Total,345,415,510,436,197,11.04%,6.68%,1.55%,-27.04%
2018,Q4,Total,Total,Total,Orange,Non Strata,355,430,523,449,181,10.26%,7.50%,5.85%,-28.17%
2018,Q4,Total,Total,Total,Orange,Strata,238,274,296,287,s,-0.36%,22.05%,-30.43%,-11.11%
2018,Q4,Total,Total,Total,Parkes,Total,195,255,347,272,97,0.00%,5.15%,42.65%,31.08%
2018,Q4,Total,Total,Total,Parkes,Non Strata,194,255,359,271,91,0.00%,5.15%,33.82%,22.97%
2018,Q4,Total,Total,Total,Parkes,Strata,-,-,-,-,-,-,-,-,-
